continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.336666667,-0.441111111,1,0,0,continue_button,0.318888889,-0.438888889,1,0,0,continue_button_2,Most,All,Less than half,Many,Some,More than half,Few,Half,None,0.426666667,0.003333333,1,0,0,QQQ2,1,0,16,15,1,15,ratio0Y_0_14_10.png,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,Many,Few,More than half,All,Less than half,Some,None,-0.458888889,0.29,1,0,0,QQQ7,1,0,16,7,1,15,ratio23_2_5_8.png,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Few,Some,Less than half,Most,All,None,More than half,0.465555556,0.3,1,0,0,QQQ1,1,0,16,8,1,15,ratio21_12_18_3.png,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,More than half,Many,Most,None,All,Half,Less than half,0.477777778,-0.303333333,1,0,0,QQQ3,1,0,16,10,1,15,ratio15_2_12_4.png,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,None,All,Many,Few,Some,Most,More than half,-0.54,-0.332222222,1,0,0,QQQ9,1,0,16,11,1,15,ratio14_1_5_7.png,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,More than half,Most,Many,Few,Half,All,Less than half,0.467777778,-0.29,1,0,0,QQQ3,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,b,5.37899971,1,0,340,318,1,339,ratio51_15_18_18.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,More than half,Less than half,Half,Few,All,Many,None,-0.374444444,-0.034444444,1,0,0,QQQ8,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,9,1,339,ratio12_3_9_5.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,Few,Less than half,Some,Half,All,Many,None,0.435555556,0.005555556,1,0,0,QQQ2,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,175,1,339,ratio21_10_15_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Some,None,Half,Most,Less than half,Few,All,-0.034444444,-0.047777778,1,0,0,QQQ5,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,197,1,339,ratio23_8_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,Some,Most,More than half,Half,Many,Few,All,-0.43,-0.053333333,1,0,0,QQQ8,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,160,1,339,ratio21_2_3_2.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Many,Less than half,Half,Some,None,More than half,Few,Most,-0.003333333,0.312222222,1,0,0,QQQ4,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,24,1,339,ratio11_4_8_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Some,Most,All,Less than half,Half,More than half,None,-0.466666667,0,1,0,0,QQQ8,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,16,1,339,ratio12_5_15_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Half,Few,Most,More than half,All,None,Less than half,0.513333333,-0.314444444,1,0,0,QQQ3,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,287,1,339,ratio43_4_7_17.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,Few,Most,Some,None,All,Less than half,Half,-0.494444444,-0.303333333,1,0,0,QQQ9,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,282,1,339,ratio43_4_7_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,None,Most,More than half,Many,Half,All,Few,-0.041111111,-0.038888889,1,0,0,QQQ5,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,165,1,339,ratio21_4_6_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Half,Few,Some,None,All,More than half,Most,-0.508888889,0.268888889,1,0,0,QQQ7,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,76,1,339,ratio0Y_0_17_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,None,Half,More than half,Less than half,Most,Many,Some,-0.418888889,-0.303333333,1,0,0,QQQ9,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,249,1,339,ratio34_3_7_20.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Most,None,Some,Less than half,More than half,Few,Many,0.56,0.005555556,1,0,0,QQQ2,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,186,1,339,ratio23_4_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,More than half,Few,Half,All,Some,Many,None,0.461111111,0.028888889,1,0,0,QQQ2,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,164,1,339,ratio21_4_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,All,Many,Less than half,Half,None,Most,More than half,0.006666667,0.293333333,1,0,0,QQQ4,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,137,1,339,ratio15_3_18_16.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Half,Many,None,Few,Most,More than half,All,-0.478888889,0.263333333,1,0,0,QQQ7,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,258,1,339,ratio34_6_14_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,All,Most,More than half,Few,Some,None,Less than half,-0.008888889,-0.033333333,1,0,0,QQQ5,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,91,1,339,ratio13_3_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Some,Few,Less than half,Many,All,Most,Half,-0.506666667,0.292222222,1,0,0,QQQ7,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,44,1,339,ratioX0_7_7_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,None,Most,More than half,Many,Less than half,Some,All,0.576666667,0.298888889,1,0,0,QQQ1,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,27,1,339,ratio11_5_10_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Few,Many,Half,More than half,Most,All,Less than half,0.008888889,-0.312222222,1,0,0,QQQ6,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,203,1,339,ratio31_3_4_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,All,More than half,Most,None,Less than half,Few,Many,-0.491111111,-0.315555556,1,0,0,QQQ9,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,206,1,339,ratio31_6_8_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,Many,Few,Less than half,More than half,None,Some,All,0.492222222,-0.308888889,1,0,0,QQQ3,,,,,,,,English,2020-06-16_15h43.16.842,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,231,1,339,ratio32_9_15_2.png,,,,,,,,,,,,
