continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.348888889,-0.437777778,1,0,0,continue_button,0.348888889,-0.435555556,1,0,0,continue_button_2,Few,None,All,Most,Some,Many,Less than half,More than half,Half,-0.45,-0.007777778,1,0,0,QQQ8,1,0,16,0,1,15,ratio91_9_10_19.png,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,Most,Many,Some,Half,All,More than half,Less than half,0.013333333,0.227777778,1,0,0,QQQ4,1,0,16,12,1,15,ratio13_3_12_3.png,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Less than half,All,None,Few,Many,Some,Half,Most,0.05,-0.027777778,1,0,0,QQQ5,1,0,16,14,1,15,ratio11_5_10_6.png,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,None,All,Few,Some,Many,Half,More than half,0.373333333,-0.016666667,1,0,0,QQQ2,1,0,16,2,1,15,ratio43_8_14_19.png,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,Half,Some,Less than half,None,Few,Many,Most,-0.398888889,-0.02,1,0,0,QQQ8,1,0,16,6,1,15,ratio31_12_16_7.png,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,Many,Few,All,None,Half,More than half,Some,0.578888889,0.312222222,1,0,0,QQQ1,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,b,18.42400002,1,0,340,319,1,339,ratio51_15_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Less than half,Many,Some,None,Most,Few,More than half,-0.425555556,0.246666667,1,0,0,QQQ7,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,310,1,339,ratio51_10_12_12.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Many,Half,Most,More than half,Few,Less than half,Some,-0.014444444,-0.306666667,1,0,0,QQQ6,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,161,1,339,ratio21_2_3_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,None,Half,Few,All,Less than half,More than half,Some,Many,0.062222222,0.31,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,89,1,339,ratio13_3_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,Most,Half,None,More than half,All,Few,Some,-0.373333333,0.063333333,1,0,0,QQQ8,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,317,1,339,ratio51_15_18_13.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Most,All,Half,Few,None,Some,More than half,0.123333333,-0.245555556,1,0,0,QQQ6,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,12,1,339,ratio12_4_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Many,Half,Few,Less than half,More than half,Some,None,Most,0.066666667,0.25,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,2,1,339,ratio12_1_3_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,More than half,Many,All,Some,None,Half,Few,-0.563333333,-0.351111111,1,0,0,QQQ9,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,18,1,339,ratio12_6_18_7.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Half,Many,Some,Most,Few,None,Less than half,-0.471111111,0.248888889,1,0,0,QQQ7,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,152,1,339,ratio19_2_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,None,Half,Some,Few,All,More than half,Many,0.457777778,-0.284444444,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,65,1,339,ratio0Y_0_8_4.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,None,Less than half,Few,Some,Most,Many,More than half,-0.393333333,0.022222222,1,0,0,QQQ8,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,265,1,339,ratio41_8_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,None,More than half,Most,Some,Half,Many,Few,-0.391111111,0.022222222,1,0,0,QQQ8,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,261,1,339,ratio41_4_5_3.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Few,Some,Most,All,Many,None,Less than half,0.05,0.274444444,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,13,1,339,ratio12_5_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Many,Few,More than half,All,Some,Half,Most,Less than half,0.465555556,-0.256666667,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,87,1,339,ratio13_2_8_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Less than half,None,Few,All,Many,Most,Half,0.113333333,-0.033333333,1,0,0,QQQ5,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,180,1,339,ratio23_2_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,All,Most,Half,Many,Few,More than half,Some,0.434444444,0.294444444,1,0,0,QQQ1,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,195,1,339,ratio23_8_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,Less than half,None,Some,Most,More than half,All,Many,0.516666667,-0.372222222,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,189,1,339,ratio23_4_10_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,Few,Some,None,Most,All,Half,More than half,-0.053333333,0.306666667,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,285,1,339,ratio43_4_7_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,Half,Some,Less than half,None,More than half,Many,Few,-0.493333333,0.345555556,1,0,0,QQQ7,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,224,1,339,ratio32_3_5_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Half,None,Many,More than half,Most,Some,Less than half,-0.375555556,0.278888889,1,0,0,QQQ7,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,215,1,339,ratio31_12_16_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,None,Half,All,Many,Some,More than half,Less than half,0.421111111,-0.038888889,1,0,0,QQQ2,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,132,1,339,ratio15_2_12_16.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Most,Less than half,Some,Many,None,More than half,All,0.376666667,0.34,1,0,0,QQQ1,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,106,1,339,ratio14_2_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Many,Less than half,Half,Some,Most,More than half,None,0.414444444,0.335555556,1,0,0,QQQ1,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,88,1,339,ratio13_3_12_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,More than half,Few,None,Half,Some,Less than half,Many,0.414444444,0.335555556,1,0,0,QQQ1,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,139,1,339,ratio15_3_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Most,All,More than half,Many,Few,Less than half,None,0.025555556,0.317777778,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,40,1,339,ratioX0_3_3_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Most,Many,None,All,Less than half,More than half,Few,0.51,-0.298888889,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,313,1,339,ratio51_15_18_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Most,None,Many,Half,More than half,Some,Less than half,0.48,-0.29,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,316,1,339,ratio51_15_18_11.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Few,Some,None,Most,Less than half,Many,More than half,0.515555556,-0.064444444,1,0,0,QQQ2,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,35,1,339,ratio11_8_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,All,None,More than half,Most,Some,Many,Less than half,-0.445555556,-0.31,1,0,0,QQQ9,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,244,1,339,ratio34_3_7_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,Many,More than half,Less than half,All,Half,Most,None,-0.086666667,0.012222222,1,0,0,QQQ5,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,292,1,339,ratio43_8_14_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Most,None,Half,All,Many,More than half,Few,-0.406666667,-0.311111111,1,0,0,QQQ9,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,16,1,339,ratio12_5_15_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,All,Some,Half,Most,Less than half,More than half,None,0.432222222,-0.044444444,1,0,0,QQQ2,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,143,1,339,ratio19_1_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Few,Most,More than half,Some,Less than half,All,None,0.115555556,0.227777778,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,320,1,339,ratio91_9_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,Half,Many,Few,More than half,None,All,Less than half,0.511111111,-0.268888889,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,22,1,339,ratio11_3_6_6.png,0.377777778,-0.358888889,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,22,1,339,ratio11_3_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,Half,Most,Many,All,Less than half,Some,More than half,-0.077777778,0.322222222,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,295,1,339,ratio43_8_14_11.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,None,Half,More than half,Many,Some,Less than half,Few,0.357777778,-0.233333333,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,78,1,339,ratio0Y_0_19_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,Half,All,Few,None,Most,More than half,Less than half,-0.033333333,-0.001111111,1,0,0,QQQ5,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,91,1,339,ratio13_3_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,None,All,Less than half,Few,Half,Some,More than half,0.036666667,-0.248888889,1,0,0,QQQ6,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,97,1,339,ratio13_5_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,Few,Many,None,More than half,Some,Half,Less than half,0.397777778,-0.371111111,1,0,0,QQQ3,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,120,1,339,ratio15_1_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Some,All,Few,Most,Less than half,None,Many,0.062222222,0.252222222,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,55,1,339,ratioX0_16_16_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Few,More than half,Most,Half,Many,Less than half,All,0.077777778,0.262222222,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,275,1,339,ratio41_16_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,More than half,Most,All,Few,Some,Less than half,None,0.028888889,0.291111111,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,333,1,339,ratio91_18_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Less than half,All,Most,More than half,Many,Half,Few,-0.487777778,-0.322222222,1,0,0,QQQ9,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,8,1,339,ratio12_3_9_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Some,Half,Few,More than half,Most,None,Many,-0.43,0.332222222,1,0,0,QQQ7,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,306,1,339,ratio51_5_6_18.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,None,Less than half,Many,More than half,Most,All,Half,0.015555556,-0.212222222,1,0,0,QQQ6,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,167,1,339,ratio21_6_9_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,More than half,Many,All,Some,Half,Few,Most,None,0.033333333,-0.237777778,1,0,0,QQQ6,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,27,1,339,ratio11_5_10_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Few,None,All,Most,Many,Half,More than half,0.543333333,0.24,1,0,0,QQQ1,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,186,1,339,ratio23_4_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,All,More than half,Some,Half,Most,Few,Many,-0.355555556,0.29,1,0,0,QQQ7,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,125,1,339,ratio15_1_6_19.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Half,Many,Most,Few,All,None,More than half,0.054444444,0.246666667,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,312,1,339,ratio51_10_12_16.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Most,None,Few,Some,Many,More than half,All,-0.004444444,0.008888889,1,0,0,QQQ5,,,,,,,,english,2020-07-02_11h03.47.593,Experiment_English,3.2.4,Win32,60,,,1,0,340,138,1,339,ratio15_3_18_17.png,,,,,,,,,,,,
