continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.318518519,-0.421296296,1,0,0,continue_button,0.349074074,-0.432407407,1,0,0,continue_button_2,All,Few,Some,Many,Most,None,Half,Less than half,More than half,-0.016666667,-0.007407407,1,0,0,QQQ5,1,0,16,5,1,15,ratio32_6_10_2.png,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Less than half,Half,All,More than half,Some,Most,None,0.077777778,-0.27037037,1,0,0,QQQ6,1,0,16,9,1,15,ratio19_1_10_8.png,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Most,Many,Some,None,More than half,All,Less than half,0.100925926,-0.293518519,1,0,0,QQQ6,1,0,16,11,1,15,ratio14_1_5_7.png,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,None,Less than half,Some,Most,Half,All,More than half,0.089814815,-0.253703704,1,0,0,QQQ6,1,0,16,2,1,15,ratio43_8_14_19.png,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Most,Some,Less than half,More than half,Half,None,All,0.044444444,-0.276851852,1,0,0,QQQ6,1,0,16,6,1,15,ratio31_12_16_7.png,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Some,All,Few,None,More than half,Most,Many,0.462962963,0.003703704,1,0,0,QQQ2,,,,,,,,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,b,14.85299993,1,0,340,35,1,339,ratio11_8_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,Few,None,All,Half,Many,Some,More than half,0.408333333,0.294444444,1,0,0,QQQ1,,,,,,,,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,1,0,340,202,1,339,ratio31_3_4_8.png,,,,,,,,,,,,
,,,,,,,,,,,,None,All,Most,Less than half,Few,Many,More than half,Half,Some,0.496296296,0.010185185,1,0,0,QQQ2,,,,,,,,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,1,0,340,63,1,339,ratio0Y_0_6_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Some,None,All,More than half,Most,Few,Half,-0.462962963,-0.008333333,1,0,0,QQQ8,,,,,,,,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,1,0,340,80,1,339,ratio13_1_4_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Most,None,Many,More than half,Less than half,Some,Half,0.475925926,-0.260185185,1,0,0,QQQ3,,,,,,,,english,2020-06-16_10h40.19.844,Experiment_English,3.2.4,Win32,60,,,1,0,340,297,1,339,ratio43_8_14_13.png,,,,,,,,,,,,
