continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,Less than half,Many,More than half,Few,Some,None,Most,Half,All,0.089814829,-0.326851864,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,69,1,339,ratio0Y_0_11_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,Less than half,More than half,None,Some,Half,All,Few,-0.385185178,0.310185182,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,251,1,339,ratio34_6_14_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Half,Few,Most,None,More than half,Less than half,Many,-0.474074068,-0.008333341,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,15,1,339,ratio12_5_15_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Many,None,Some,Less than half,Most,All,More than half,-0.485185151,0.285185182,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,162,1,339,ratio21_2_3_9.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,None,Few,More than half,Most,Many,Half,Less than half,-0.061111099,-0.275000068,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,168,1,339,ratio21_6_9_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,Many,More than half,Some,Half,None,Few,All,-0.423148141,-0.024074082,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,152,1,339,ratio19_2_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Some,Most,Few,None,Less than half,Many,All,Half,-0.034259247,0.263888885,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,111,1,339,ratio14_3_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Some,Many,Half,Most,More than half,All,Less than half,0.005555569,0.286111108,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,212,1,339,ratio31_12_16_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,All,Many,Some,Few,More than half,None,Most,0.005555569,0.286111108,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,33,1,339,ratio11_7_14_8.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Half,Many,Some,All,Less than half,Most,Few,-0.461111105,0.036111076,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,327,1,339,ratio91_9_10_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,More than half,Many,Some,Most,All,Half,None,0.402777797,-0.031481489,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,6,1,339,ratio12_3_9_1.png,0.325000018,-0.414814828,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,6,1,339,ratio12_3_9_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,More than half,Half,Few,Many,Less than half,Most,None,-0.368518511,-0.009259267,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,320,1,339,ratio91_9_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Half,Less than half,Many,All,Few,Some,None,0.491666687,0.326851849,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,321,1,339,ratio91_9_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,Less than half,Most,Some,None,More than half,Few,All,0.440740761,-0.324074086,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,242,1,339,ratio34_3_7_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Most,Some,None,Many,Half,More than half,Few,-0.498148142,-0.310185197,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,128,1,339,ratio15_2_12_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,More than half,Many,Some,Half,All,Less than half,Most,0.438889022,-0.027777786,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,65,1,339,ratio0Y_0_8_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Most,Some,Many,None,Few,More than half,All,0.438889022,-0.027777786,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,185,1,339,ratio23_4_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,All,Most,Half,Some,Less than half,Many,More than half,0.403703723,-0.020370378,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,146,1,339,ratio19_1_10_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Many,Most,Few,More than half,Half,Less than half,All,-0.044444375,0.285185182,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,302,1,339,ratio51_5_6_5.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,Half,Most,All,Few,More than half,Many,Some,-0.044444375,0.285185182,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,260,1,339,ratio41_4_5_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,None,Most,Some,More than half,Less than half,Half,All,-0.467592586,0.281481478,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,11,1,339,ratio12_4_12_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Many,Few,Half,All,Most,More than half,None,-0.119444433,0.324074071,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,132,1,339,ratio15_2_12_16.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,Half,All,None,Some,More than half,Less than half,Few,0.453703724,0.328703701,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,266,1,339,ratio41_8_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Few,None,Many,Less than half,Half,Some,All,0.423148168,-0.007407415,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,220,1,339,ratio32_3_5_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,More than half,Less than half,Most,None,All,Many,Some,0.062037051,-0.292592604,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,60,1,339,ratio0Y_0_3_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,Less than half,More than half,Most,None,Few,Half,Many,0.062037051,-0.292592604,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,74,1,339,ratio0Y_0_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,None,Some,All,Half,Many,More than half,Less than half,-0.449074068,-0.351851865,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,241,1,339,ratio34_3_7_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,All,Most,More than half,Less than half,Some,None,Half,-0.470370364,0.297222219,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,94,1,339,ratio13_4_16_8.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Half,All,Some,Many,Most,Few,Less than half,0.451851872,-0.287962975,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,21,1,339,ratio11_2_4_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Few,Many,More than half,Most,Some,All,Less than half,0.453703724,-0.002777785,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,78,1,339,ratio0Y_0_19_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Half,Some,Many,Most,None,More than half,Less than half,0.482407428,-0.008333341,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,45,1,339,ratioX0_8_8_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Most,Few,Less than half,More than half,Some,Half,None,0.04629631,-0.027777786,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,253,1,339,ratio34_6_14_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Few,Half,None,Many,More than half,Most,All,Less than half,0.483333354,0.282407404,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,89,1,339,ratio13_3_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,Many,Half,More than half,Few,All,None,Some,0.465740761,-0.002777785,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,263,1,339,ratio41_4_5_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,Most,Half,All,More than half,Many,Less than half,None,0.067592607,-0.000925933,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,59,1,339,ratioX0_20_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Less than half,Most,More than half,Half,Few,Some,All,0.067592607,0.263888885,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,337,1,339,ratio91_18_20_16.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,All,Less than half,More than half,Some,Half,Few,Many,-0.405555548,0.001851844,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,150,1,339,ratio19_2_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Many,Less than half,Most,Some,None,Half,Few,-0.474074068,-0.344444514,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,157,1,339,ratio19_2_20_16.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Less than half,Few,All,Some,Most,Half,Many,-0.474074068,0.282407404,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,214,1,339,ratio31_12_16_5.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Some,All,Less than half,Half,Many,Most,Few,-0.046296284,-0.295370382,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,29,1,339,ratio11_6_12_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Many,Most,Few,Some,Half,Less than half,All,0.08055557,0.302777761,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,277,1,339,ratio41_16_20_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Most,None,More than half,Half,All,Less than half,Few,-0.413888882,-0.261111179,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,116,1,339,ratio14_4_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,All,None,Many,Few,Some,Most,More than half,Less than half,-0.056481469,-0.310185197,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,98,1,339,ratio13_5_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,All,Most,More than half,Few,Some,Half,Many,-0.423148141,-0.057407416,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,237,1,339,ratio32_12_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Half,None,Some,Most,All,More than half,Few,-0.1111111,-0.311111123,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,317,1,339,ratio51_15_18_13.png,0.316666685,-0.378703717,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,317,1,339,ratio51_15_18_13.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Many,Some,Most,Few,All,Less than half,None,0.043518589,-0.265740809,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,258,1,339,ratio34_6_14_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,All,None,Most,Many,Some,Less than half,More than half,-0.078703692,-0.314814827,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,176,1,339,ratio21_10_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,More than half,All,Some,Most,Half,Less than half,Many,0.425925946,0.033333326,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,102,1,339,ratio14_1_5_8.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Some,Most,None,Less than half,Many,Few,All,-0.005555542,0.339814798,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,316,1,339,ratio51_15_18_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Few,Some,Half,Less than half,None,Many,All,0.441666686,0.06666666,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,34,1,339,ratio11_8_16_8.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,All,Some,Few,Many,Most,Half,Less than half,-0.073148136,0.286111108,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,88,1,339,ratio13_3_12_5.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Some,Less than half,All,Many,Most,None,Half,Few,-0.028703691,0.282407404,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,54,1,339,ratioX0_15_15_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,Half,Some,Many,Most,Less than half,Few,None,-0.043518506,0.04629629,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,315,1,339,ratio51_15_18_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,More than half,Most,Many,Few,None,Half,Some,0.480555689,0.371296294,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,42,1,339,ratioX0_5_5_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,All,None,Some,Less than half,Few,Many,More than half,0.433333353,0.00277777,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,257,1,339,ratio34_6_14_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,None,Half,Few,All,Some,Less than half,Many,0.428703723,0.25833333,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,210,1,339,ratio31_9_12_9.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Some,Few,None,Many,All,Most,Less than half,0.475926059,0.0074074,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,291,1,339,ratio43_8_14_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Most,All,Less than half,Some,Many,None,More than half,0.099074089,-0.05185186,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,190,1,339,ratio23_6_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Some,Few,None,Most,All,Many,More than half,-0.543518513,0.270370353,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,58,1,339,ratioX0_19_19_4.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Some,Half,Most,All,Less than half,Many,Few,0.014814828,0.30833333,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,256,1,339,ratio34_6_14_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,None,Few,More than half,Half,Some,All,Less than half,0.022222236,0.034259252,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,234,1,339,ratio32_9_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,Many,Less than half,All,Some,More than half,None,Few,0.030555569,-0.269444456,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,5,1,339,ratio12_2_6_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Most,More than half,None,Few,Some,All,Many,-0.043518506,0.294444441,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,273,1,339,ratio41_12_15_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,Some,More than half,All,None,Half,Few,Many,-0.430555549,-0.266666678,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,215,1,339,ratio31_12_16_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,None,Many,Some,All,Few,Less than half,More than half,0.433333353,0.245370367,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,308,1,339,ratio51_10_12_9.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Some,Few,Less than half,Half,Many,All,Most,0.094444459,0.303703701,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,84,1,339,ratio13_2_8_1.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,Half,All,Most,Few,None,Less than half,Some,-0.430555549,-0.33703705,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,16,1,339,ratio12_5_15_6.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Half,Less than half,Few,Most,More than half,Some,Many,-0.026851839,0.230555552,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,35,1,339,ratio11_8_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,More than half,Few,Most,All,Half,Less than half,None,-0.022222209,0.006481474,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,204,1,339,ratio31_6_8_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Many,Half,Few,Most,Some,All,More than half,Less than half,-0.022222209,0.006481474,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,335,1,339,ratio91_18_20_11.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Most,Half,Less than half,All,Some,Many,More than half,0.008333347,0.2537037,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,199,1,339,ratio23_8_20_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Half,Most,None,More than half,Few,All,Many,-0.414814808,0.25833333,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,124,1,339,ratio15_1_6_16.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Half,Some,More than half,Many,Most,Less than half,All,-0.062962894,0.026851817,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,231,1,339,ratio32_9_15_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Many,More than half,Most,Few,Some,None,Half,-0.062962894,0.026851817,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,328,1,339,ratio91_9_10_15.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,None,More than half,All,Many,Few,Most,Some,0.399074093,0.279629612,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,247,1,339,ratio34_3_7_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Some,All,Few,None,Half,Many,Less than half,-0.069444432,0.348148146,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,44,1,339,ratioX0_7_7_5.png,,,,,,,,,,,,
,,,,,,,,,,,,None,All,More than half,Most,Some,Less than half,Many,Few,Half,-0.059259247,-0.32314816,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,17,1,339,ratio12_6_18_5.png,,,,,,,,,,,,
,,,,,,,,,,,,None,All,Some,Half,Most,Less than half,More than half,Few,Many,-0.059259247,-0.32314816,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,195,1,339,ratio23_8_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Less than half,None,Most,Some,Few,Half,Many,-0.514814809,0.310185182,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,101,1,339,ratio14_1_5_7.png,0.271296314,-0.350925939,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,101,1,339,ratio14_1_5_7.png,,,,,,,,,,,,
