continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,Most,All,More than half,Some,Few,None,Less than half,Half,Many,-0.489814781,-0.037962971,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,197,1,339,ratio23_8_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,None,Half,Less than half,Most,Few,All,Many,-0.420370335,0.324999997,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,82,1,339,ratio13_1_4_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,None,Many,Some,Half,More than half,Few,Less than half,0.435185205,0.324074071,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,303,1,339,ratio51_5_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,More than half,Few,Less than half,None,Half,Some,Many,0.405555575,-0.23796303,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,290,1,339,ratio43_8_14_3.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Most,Many,Some,More than half,None,Less than half,Few,0.004629643,-0.319444457,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,285,1,339,ratio43_4_7_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Most,Half,Few,None,More than half,Less than half,Some,-0.046296284,-0.033333341,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,95,1,339,ratio13_4_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,Most,All,Less than half,Many,None,Half,Some,-0.046296284,-0.033333341,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,250,1,339,ratio34_6_14_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,None,More than half,Less than half,Many,Some,Few,Most,0.032407421,0.297222219,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,284,1,339,ratio43_4_7_11.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,All,More than half,Half,Some,Few,Many,Most,0.009259273,0.013888882,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,28,1,339,ratio11_5_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,Less than half,All,None,More than half,Most,Some,Half,0.470370391,-0.2388889,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,240,1,339,ratio34_3_7_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,Some,All,Most,More than half,Half,Few,Many,0.052777848,0.32222222,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,53,1,339,ratioX0_14_14_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,All,Some,Most,More than half,None,Less than half,Few,Many,0.544444466,0.328703701,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,38,1,339,ratio11_10_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Half,Less than half,Many,More than half,Most,Some,Few,0.038888959,-0.275925937,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,235,1,339,ratio32_12_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Half,Less than half,All,Some,Few,Most,None,-0.420370335,0.299074071,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,87,1,339,ratio13_2_8_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,Half,More than half,None,Few,Some,Less than half,All,-0.04259258,-0.283333345,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,86,1,339,ratio13_2_8_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,Few,Half,Many,Less than half,None,All,More than half,-0.430555549,0.289814812,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,72,1,339,ratio0Y_0_13_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,None,All,Many,Some,Few,More than half,Less than half,-0.469444438,0.285185182,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,85,1,339,ratio13_2_8_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Most,Many,More than half,Few,None,Some,All,0.349074093,-0.255555567,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,264,1,339,ratio41_4_5_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,None,Less than half,Some,More than half,Most,All,Few,0.512963097,0.015740734,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,314,1,339,ratio51_15_18_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,Some,Many,Half,Less than half,More than half,None,All,-0.562962958,-0.001851859,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,70,1,339,ratio0Y_0_12_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,Most,More than half,None,Many,Less than half,Half,Some,-0.067592524,-0.305555568,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,175,1,339,ratio21_10_15_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Many,Some,None,All,Less than half,Most,Half,-0.502777772,-0.063888897,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,336,1,339,ratio91_18_20_12.png,0.29722224,-0.356481494,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,336,1,339,ratio91_18_20_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Most,Less than half,Half,Few,Many,More than half,None,0.54814817,0.377777776,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,117,1,339,ratio14_4_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Half,All,Some,None,Most,Less than half,More than half,0.500000021,-0.32314816,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,23,1,339,ratio11_3_6_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,None,Few,Half,Many,More than half,Less than half,All,Some,0.097222237,-0.312962975,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,174,1,339,ratio21_10_15_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,None,Half,Few,Some,Many,Less than half,Most,-0.409259252,0.252777774,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,205,1,339,ratio31_6_8_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,Few,More than half,Most,Some,Many,All,Half,0.005555569,0.0324074,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,202,1,339,ratio31_3_4_8.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Less than half,Many,None,Some,Most,Half,All,0.018518532,0.269444441,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,217,1,339,ratio31_15_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Many,None,All,More than half,Half,Few,Most,0.441666686,-0.296296308,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,311,1,339,ratio51_10_12_14.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,Half,More than half,Some,Many,None,Most,Less than half,0.010185199,0.014814808,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,115,1,339,ratio14_4_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Half,Some,More than half,Most,All,Few,Many,Less than half,-0.094444433,0.295370367,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,288,1,339,ratio43_4_7_18.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,More than half,Most,Some,None,Less than half,Half,All,-0.543518513,-0.287962975,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,55,1,339,ratioX0_16_16_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,All,Some,None,Half,Most,More than half,Many,-0.384259252,0.012962956,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,275,1,339,ratio41_16_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Half,More than half,All,Few,Some,Most,None,-0.03796295,-0.301851864,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,81,1,339,ratio13_1_4_5.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Many,Most,Some,None,Half,Few,Less than half,-0.466666632,-0.053703712,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,156,1,339,ratio19_2_20_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,All,Some,Many,Half,More than half,Most,Few,0.446296316,-0.281481493,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,49,1,339,ratioX0_11_11_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,All,Few,Less than half,Half,None,Some,Many,0.0296297,-0.020370378,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,193,1,339,ratio23_6_15_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Most,Some,None,All,Half,More than half,Few,0.467592613,0.254629626,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,196,1,339,ratio23_8_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Many,All,More than half,Some,Most,None,Few,0.446296316,0.378703702,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,254,1,339,ratio34_6_14_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Most,None,More than half,Less than half,Some,Few,All,-0.087037025,-0.020370378,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,166,1,339,ratio21_6_9_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,None,All,Many,Few,More than half,Some,Less than half,Half,-0.056481469,-0.025000008,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,129,1,339,ratio15_2_12_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Less than half,All,Most,Some,Few,Many,None,-0.061111099,-0.050925934,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,306,1,339,ratio51_5_6_18.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Half,None,Less than half,Most,Some,All,More than half,-0.061111099,-0.050925934,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,96,1,339,ratio13_5_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,Less than half,Many,Most,Some,Few,Half,None,-0.061111099,-0.050925934,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,272,1,339,ratio41_12_15_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,Most,All,Few,Half,None,More than half,Some,-0.43703703,-0.33240742,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,180,1,339,ratio23_2_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Most,None,Half,Less than half,All,Some,Many,0.4666668,0.327777775,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,25,1,339,ratio11_4_8_10.png,,,,,,,,,,,,
,,,,,,,,,,,,None,All,More than half,Less than half,Half,Few,Most,Some,Many,-0.018518506,0.336111109,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,182,1,339,ratio23_2_5_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,More than half,Some,Half,None,Few,All,Most,-0.56018518,-0.25185192,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,338,1,339,ratio91_18_20_18.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,Few,Half,Less than half,More than half,All,None,Some,0.403703723,0.270370353,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,276,1,339,ratio41_16_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,None,Half,Few,More than half,All,Less than half,Some,Many,0.45740754,0.063888854,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,73,1,339,ratio0Y_0_14_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,None,Most,Many,Few,All,More than half,Half,-0.114814803,-0.312037106,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,158,1,339,ratio19_2_20_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,None,Many,Half,All,Less than half,Some,Most,-0.426851845,0.293518501,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,13,1,339,ratio12_5_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,More than half,Half,None,All,Few,Some,Most,-0.517592559,0.033333326,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,135,1,339,ratio15_3_18_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Many,All,Less than half,More than half,Few,Most,Some,0.013888902,-0.004629637,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,19,1,339,ratio12_6_18_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Few,Some,None,Most,More than half,Many,Half,-0.032407395,0.284259242,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,118,1,339,ratio14_4_20_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,All,None,Some,More than half,Most,Few,Less than half,-0.37314814,0.055555549,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,151,1,339,ratio19_2_20_4.png,0.311111129,-0.399074087,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,151,1,339,ratio19_2_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,All,Many,Some,None,Half,Less than half,Few,0.393518538,0.28333333,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,226,1,339,ratio32_6_10_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,More than half,Some,Many,Most,Half,All,Less than half,0.006481551,0.024074067,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,267,1,339,ratio41_8_10_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Half,Few,Less than half,All,Many,More than half,Most,0.426851871,0.374074072,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,10,1,339,ratio12_4_12_4.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Many,All,None,Some,Most,Less than half,Few,-0.413888882,0.029629623,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,36,1,339,ratio11_9_18_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Most,Less than half,Some,More than half,All,None,Few,0.419444464,0.060185179,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,296,1,339,ratio43_8_14_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,All,None,Few,More than half,Half,Many,Some,-0.44629629,-0.275925937,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,4,1,339,ratio12_2_6_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Few,Many,Half,Less than half,More than half,All,Most,-0.472222216,0.299074071,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,26,1,339,ratio11_5_10_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,More than half,Less than half,Most,Half,All,Some,None,0.387963095,0.352777776,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,319,1,339,ratio51_15_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,More than half,Many,Few,Most,Less than half,None,All,-0.094444433,-0.011111119,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,127,1,339,ratio15_2_12_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Few,None,Most,More than half,Less than half,All,Half,-0.019444431,0.30833333,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,75,1,339,ratio0Y_0_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,Few,All,Most,None,Less than half,Some,More than half,0.562037059,0.230555552,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,31,1,339,ratio11_6_12_9.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,None,All,Few,Many,Some,Half,Less than half,-0.041666654,-0.292592604,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,318,1,339,ratio51_15_18_18.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Some,Many,Few,None,Less than half,All,Most,-0.442592586,-0.287037049,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,304,1,339,ratio51_5_6_13.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,None,Some,All,Many,More than half,Few,Most,0.006481551,0.335185169,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,130,1,339,ratio15_2_12_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Half,Less than half,Most,None,More than half,Some,All,-0.059259247,0.005555548,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,309,1,339,ratio51_10_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Most,Less than half,All,More than half,Many,Half,Few,-0.059259247,0.005555548,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,50,1,339,ratioX0_12_12_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Some,Few,Many,All,More than half,Most,Less than half,0.369444576,0.026851817,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,79,1,339,ratio0Y_0_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,More than half,Less than half,Half,Many,Most,None,Few,0.014814828,0.346296294,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,198,1,339,ratio23_8_20_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,None,Less than half,Some,Half,All,Few,More than half,Many,0.398148167,0.355555553,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,305,1,339,ratio51_5_6_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,None,More than half,Less than half,Some,Most,All,Half,0.401851984,0.00277777,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,100,1,339,ratio14_1_5_3.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,Some,More than half,Few,Less than half,Half,None,Many,-0.020370357,-0.011111119,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,142,1,339,ratio19_1_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Many,Few,All,None,More than half,Half,Most,0.040740755,0.220370366,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,121,1,339,ratio15_1_6_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,More than half,Some,All,Half,None,Less than half,Few,0.427777797,-0.382407421,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,286,1,339,ratio43_4_7_15.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,Less than half,Some,Half,More than half,All,Many,None,-0.071296284,-0.33703705,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,252,1,339,ratio34_6_14_3.png,,,,,,,,,,,,
