continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.3125,-0.432291667,1,0,0,continue_button,0.3125,-0.432291667,1,0,0,continue_button_2,Most,Few,None,Less than half,Half,More than half,Many,All,Some,-0.384114583,0.247395833,1,0,0,QQQ7,1,0,16,8,1,15,ratio21_12_18_3.png,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,Half,All,Less than half,None,Most,Some,More than half,0.360677083,0.264322917,1,0,0,QQQ1,1,0,16,15,1,15,ratio0Y_0_14_10.png,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,All,Half,Few,Less than half,Some,Many,None,0.395833333,0.044270833,1,0,0,QQQ2,1,0,16,6,1,15,ratio31_12_16_7.png,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Most,None,Less than half,Few,Many,Some,All,0.0546875,-0.279947917,1,0,0,QQQ6,1,0,16,13,1,15,ratio12_5_15_1.png,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,None,Some,Less than half,Many,Half,Most,More than half,-0.013020833,-0.303385417,1,0,0,QQQ6,1,0,16,12,1,15,ratio13_3_12_3.png,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Many,Some,Half,Most,None,Few,More than half,-0.421875,-0.0703125,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,b,5.516999722,1,0,340,111,1,339,ratio14_3_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,Most,Half,Some,Many,More than half,Less than half,All,0.46875,0.2109375,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,144,1,339,ratio19_1_10_11.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Many,Most,Less than half,More than half,Half,Few,Some,None,0.100260417,0.203125,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,225,1,339,ratio32_6_10_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Few,All,Most,Some,Less than half,Half,None,0.359375,-0.319010417,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,108,1,339,ratio14_2_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Few,Less than half,All,None,Most,Some,Half,0.391927083,-0.069010417,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,299,1,339,ratio43_8_14_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Less than half,Half,Many,Few,All,Most,More than half,0.046875,-0.231770833,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,101,1,339,ratio14_1_5_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Half,Few,Most,Less than half,None,All,More than half,-0.416666667,-0.315104167,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,170,1,339,ratio21_6_9_8.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,None,Less than half,Few,All,Some,Half,Most,0.072916667,0.216145833,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,91,1,339,ratio13_3_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,None,Some,Half,Few,More than half,All,Many,Less than half,-0.041666667,-0.21484375,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,163,1,339,ratio21_4_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,All,None,Half,More than half,Few,Most,Some,-0.436197917,0.010416667,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,239,1,339,ratio32_12_20_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,More than half,Many,All,None,Some,Few,Most,-0.369791667,-0.27734375,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,278,1,339,ratio41_16_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,None,Less than half,All,More than half,Few,Most,Many,0.397135417,-0.013020833,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,289,1,339,ratio43_4_7_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,More than half,Most,Half,All,None,Many,Few,0.37890625,-0.088541667,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,188,1,339,ratio23_4_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,All,Many,Most,Few,Some,None,Less than half,-0.430989583,0.234375,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,246,1,339,ratio34_3_7_11.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,None,Many,Half,Most,Few,Less than half,Some,0.447916667,-0.022135417,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,44,1,339,ratioX0_7_7_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,All,None,More than half,Many,Half,Less than half,Few,-0.0390625,0.3046875,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,77,1,339,ratio0Y_0_18_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,More than half,None,Most,Some,All,Less than half,Few,-0.096354167,-0.247395833,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,146,1,339,ratio19_1_10_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Many,None,Less than half,Some,Most,All,More than half,-0.040364583,-0.016927083,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,120,1,339,ratio15_1_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,None,All,Most,Half,Less than half,Many,Some,-0.040364583,-0.016927083,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.38.164,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,171,1,339,ratio21_8_12_4.png,,,,,,,,,,,,
