continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,trial_2.thisRepN,trial_2.thisTrialN,trial_2.thisN,trial_2.thisIndex,trial_2.ran,trial_2.order,continue_mouse_3.x,continue_mouse_3.y,continue_mouse_3.leftButton,continue_mouse_3.midButton,continue_mouse_3.rightButton,continue_mouse_3.clicked_name,insts.thisRepN,insts.thisTrialN,insts.thisN,insts.thisIndex,insts.ran,insts.order,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,Many,Most,All,Half,Less than half,None,Few,Some,More than half,-0.501302083,0.3359375,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,248,1,339,ratio34_3_7_19.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Many,Less than half,None,All,Most,Half,Few,-0.559895833,0.328125,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,161,1,339,ratio21_2_3_8.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,Some,Half,Few,All,Less than half,Most,None,0.061197917,-0.020833333,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,92,1,339,ratio13_4_16_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Less than half,None,Most,Half,More than half,Many,Some,-0.385416667,0.290364583,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,286,1,339,ratio43_4_7_15.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Half,Most,Some,Few,All,Less than half,Many,-0.483072917,-0.328125,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,293,1,339,ratio43_8_14_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,More than half,None,Many,Less than half,Most,All,Few,-0.522135417,-0.302083333,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,126,1,339,ratio15_2_12_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,All,Half,Most,More than half,None,Some,Few,0.591145833,-0.01953125,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,333,1,339,ratio91_18_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,All,Less than half,More than half,Few,Half,Most,Many,-0.0078125,0.34765625,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,31,1,339,ratio11_6_12_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Half,All,Less than half,Many,None,Few,Most,0.438802083,-0.3125,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,250,1,339,ratio34_6_14_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,More than half,Half,Many,Some,Few,Less than half,Most,-0.020833333,0.354166667,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,299,1,339,ratio43_8_14_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,None,Some,All,Few,Half,Most,Less than half,-0.55078125,0.25,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,247,1,339,ratio34_3_7_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Most,Some,Many,Few,All,More than half,Less than half,0.555989583,0.305989583,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,298,1,339,ratio43_8_14_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Less than half,Most,Many,All,More than half,Some,Few,0.440104167,-0.330729167,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,16,1,339,ratio12_5_15_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,All,Most,Less than half,None,Half,More than half,Many,-0.03125,0.3203125,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,162,1,339,ratio21_2_3_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Most,More than half,None,Many,Some,All,Less than half,Half,0.459635417,-0.010416667,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,28,1,339,ratio11_5_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,All,Many,Some,More than half,Less than half,Few,Half,0.475260417,0.305989583,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,76,1,339,ratio0Y_0_17_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,None,Less than half,More than half,Half,Some,Few,Many,0.489583333,-0.024739583,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,145,1,339,ratio19_1_10_15.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,Some,More than half,Most,Many,Less than half,None,All,0.5234375,-0.015625,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,139,1,339,ratio15_3_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,More than half,Half,Many,Some,None,Few,All,0.06640625,0.266927083,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,38,1,339,ratio11_10_20_5.png,0.326822917,-0.411458333,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,38,1,339,ratio11_10_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,Half,Many,None,All,Less than half,Most,Some,-0.35546875,0.305989583,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,183,1,339,ratio23_2_5_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Few,All,Most,Less than half,More than half,None,Many,0.08984375,0.217447917,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,57,1,339,ratioX0_18_18_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,Less than half,Few,Some,Many,None,All,More than half,0.5078125,0.234375,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,176,1,339,ratio21_10_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,All,None,Few,Half,Less than half,Most,Many,-0.591145833,0.333333333,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,14,1,339,ratio12_5_15_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,More than half,Half,Most,Many,All,Few,None,Some,0.0859375,0.294270833,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,319,1,339,ratio51_15_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Some,Few,None,Many,More than half,Most,Half,0.026041667,-0.07421875,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,72,1,339,ratio0Y_0_13_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Many,Most,Few,More than half,None,Half,All,-0.48828125,-0.013020833,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,22,1,339,ratio11_3_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,More than half,None,Few,Most,Many,Some,All,-0.033854167,-0.00390625,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,83,1,339,ratio13_1_4_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Many,Few,Most,Some,None,All,Less than half,-0.493489583,-0.305989583,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,188,1,339,ratio23_4_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,All,Less than half,Some,None,More than half,Few,Half,-0.00390625,-0.356770833,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,70,1,339,ratio0Y_0_12_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,All,None,Few,Most,Some,More than half,Half,0.579427083,-0.294270833,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,45,1,339,ratioX0_8_8_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Some,Many,Less than half,More than half,Most,All,Half,0.123697917,-0.001302083,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,240,1,339,ratio34_3_7_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,More than half,None,Some,Half,All,Few,Less than half,0.477864583,0.05078125,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,207,1,339,ratio31_6_8_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,All,Many,Few,Less than half,More than half,None,Most,0,-0.283854167,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,244,1,339,ratio34_3_7_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,Some,Many,More than half,None,Less than half,Few,All,0.513020833,-0.006510417,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,326,1,339,ratio91_9_10_10.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Half,All,More than half,Most,Few,Less than half,Many,-0.122395833,-0.033854167,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,32,1,339,ratio11_7_14_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,None,Many,Some,Less than half,Few,Half,All,-0.493489583,0.251302083,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,114,1,339,ratio14_3_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Many,Most,Few,Some,None,Less than half,More than half,0.037760417,-0.024739583,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,117,1,339,ratio14_4_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,Less than half,None,Most,Few,More than half,Many,All,0.484375,-0.3125,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,185,1,339,ratio23_4_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Many,Some,Few,Less than half,More than half,Most,Half,-0.572916667,0.315104167,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,179,1,339,ratio21_12_18_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Most,Half,Some,Less than half,All,More than half,Many,None,-0.427083333,0.32421875,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,236,1,339,ratio32_12_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,Few,Some,More than half,Many,Most,All,Half,-0.037760417,0.313802083,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,103,1,339,ratio14_1_5_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Half,All,Few,Many,None,Most,More than half,-0.60546875,0.265625,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,65,1,339,ratio0Y_0_8_4.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,All,More than half,Half,Most,Less than half,Many,Some,0.016927083,0.016927083,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,296,1,339,ratio43_8_14_12.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,Half,Less than half,Some,Many,Few,All,More than half,0.471354167,0.024739583,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,213,1,339,ratio31_12_16_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,All,Less than half,None,Few,Most,Many,Some,More than half,0.010416667,-0.006510417,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,9,1,339,ratio12_3_9_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,Many,All,None,Half,Some,Most,Less than half,-0.493489583,-0.009114583,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,261,1,339,ratio41_4_5_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,None,Few,Many,Some,All,More than half,Most,-0.104166667,0.278645833,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,131,1,339,ratio15_2_12_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Some,Many,More than half,All,Most,None,Half,-0.548177083,0.020833333,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,79,1,339,ratio0Y_0_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,All,Few,Many,Less than half,More than half,Most,Half,-0.013020833,0.302083333,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h05.58.551,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,106,1,339,ratio14_2_10_2.png,,,,,,,,,,,,
