continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,trial_2.thisRepN,trial_2.thisTrialN,trial_2.thisN,trial_2.thisIndex,trial_2.ran,trial_2.order,continue_mouse_3.x,continue_mouse_3.y,continue_mouse_3.leftButton,continue_mouse_3.midButton,continue_mouse_3.rightButton,continue_mouse_3.clicked_name,insts.thisRepN,insts.thisTrialN,insts.thisN,insts.thisIndex,insts.ran,insts.order,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,0.341922743,-0.408550347,1,0,0,continue_button_3,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Many,Some,All,Few,Most,None,Less than half,-0.436688368,0.005043403,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,75,1,339,ratio0Y_0_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,All,Most,Few,None,Less than half,More than half,Half,-0.081744792,-0.043476563,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,2,1,339,ratio12_1_3_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Few,More than half,None,Many,Some,Most,Less than half,-0.459518229,-0.003971354,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,335,1,339,ratio91_18_20_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,None,Many,Half,Few,More than half,Some,All,-0.444327257,-0.060746528,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,224,1,339,ratio32_3_5_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,More than half,Some,All,Most,Half,Many,Few,-0.368320313,-0.269956597,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,103,1,339,ratio14_1_5_9.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,Many,Less than half,More than half,None,Few,Some,Half,-0.403181424,0.246957465,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,158,1,339,ratio19_2_20_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,None,Less than half,All,Few,Many,Most,More than half,0.378411458,0.211319444,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,39,1,339,ratio11_10_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Some,Less than half,Many,More than half,All,Most,None,-0.439600694,0.248684896,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,55,1,339,ratioX0_16_16_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,Less than half,None,All,Many,Few,More than half,Most,0.411935764,0.370451389,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,189,1,339,ratio23_4_10_8.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,Less than half,Few,None,More than half,Half,Some,Many,0.428138021,0.022821181,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,253,1,339,ratio34_6_14_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,None,Some,Few,All,Most,Half,More than half,0.500768229,-0.258246528,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,79,1,339,ratio0Y_0_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,None,Most,All,Some,Half,Less than half,Many,-0.039882813,0.286124132,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,318,1,339,ratio51_15_18_18.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,Half,Many,All,Less than half,More than half,Some,Few,0.104756944,0.032330729,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,180,1,339,ratio23_2_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Half,Many,Few,Less than half,Most,None,Some,0.52312934,0.302443576,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,29,1,339,ratio11_6_12_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Less than half,Many,Few,More than half,Most,All,Some,0.50703559,0.021393229,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,71,1,339,ratio0Y_0_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,Most,Half,More than half,Some,None,Less than half,All,0.511831597,-0.289756944,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,225,1,339,ratio32_6_10_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,None,All,Few,Some,More than half,Many,Most,0.61421875,-0.327847222,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,60,1,339,ratio0Y_0_3_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,All,None,Half,Many,More than half,Few,Some,0.540525174,-0.040407986,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,32,1,339,ratio11_7_14_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Most,All,Less than half,More than half,Half,Many,Few,-0.463671875,-0.050716146,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,323,1,339,ratio91_9_10_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Many,Half,Some,Most,Less than half,None,More than half,Few,0.102105035,0.220907118,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,110,1,339,ratio14_3_15_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Some,Few,Half,Most,Less than half,None,Many,0.037148437,0.232065972,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,27,1,339,ratio11_5_10_7.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Some,Few,Less than half,All,Half,Most,Many,0.019153646,-0.372478299,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,56,1,339,ratioX0_17_17_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Half,Most,All,More than half,Some,Few,Less than half,0.560572917,0.229809028,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,211,1,339,ratio31_9_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,Many,Less than half,None,Half,All,Few,Some,0.635950521,-0.061783854,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,326,1,339,ratio91_9_10_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,Some,Few,Many,None,Half,More than half,All,0.422634549,0.209791667,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,325,1,339,ratio91_9_10_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Few,Most,More than half,All,Less than half,Half,Some,0.052057292,-0.038771701,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,311,1,339,ratio51_10_12_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Most,More than half,Few,None,Some,All,Many,0.414114583,-0.015759549,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,92,1,339,ratio13_4_16_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,Less than half,None,Some,More than half,Half,Few,All,-0.555798611,0.272113715,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,232,1,339,ratio32_9_15_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Less than half,None,Many,All,More than half,Some,Most,0.059023437,-0.033263889,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,293,1,339,ratio43_8_14_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Half,More than half,Most,Many,Less than half,Few,All,-0.391384549,0.252638889,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,0,1,339,ratio12_1_3_3.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,More than half,None,Half,Less than half,Few,Many,Most,-0.406258681,0.248103299,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,141,1,339,ratio19_1_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Half,Few,All,None,Most,Many,More than half,-0.407369792,0.24655816,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,145,1,339,ratio19_1_10_15.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Most,All,Less than half,Some,Few,More than half,Half,-0.447000868,0.296037326,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,241,1,339,ratio34_3_7_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Most,Few,Half,Many,More than half,Less than half,Some,-0.451384549,1.3028E-05,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,100,1,339,ratio14_1_5_3.png,0.260698785,-0.39281684,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,100,1,339,ratio14_1_5_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Half,More than half,All,Most,Many,Few,Less than half,Some,0.117556424,-0.076440972,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,218,1,339,ratio31_15_20_7.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,Less than half,Most,Many,More than half,None,Few,Half,0.093680556,-0.062552083,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,174,1,339,ratio21_10_15_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,More than half,None,Some,Most,Less than half,Few,All,0.093680556,-0.062552083,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,222,1,339,ratio32_3_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Less than half,More than half,Some,Half,None,Most,Many,-0.016467014,0.282378472,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,139,1,339,ratio15_3_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,More than half,Some,Few,None,Many,Most,Half,0.580238715,-0.308689236,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,284,1,339,ratio43_4_7_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,More than half,Some,Few,All,None,Less than half,Half,0.546762153,-0.328320312,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,172,1,339,ratio21_8_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Many,Some,More than half,Most,Less than half,Half,Few,-0.456597222,0.253224826,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,114,1,339,ratio14_3_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,Less than half,None,More than half,Half,All,Many,Some,0.361419271,-0.070295139,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,144,1,339,ratio19_1_10_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,All,None,Few,Many,Some,More than half,Less than half,-0.081679688,-0.284678819,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,306,1,339,ratio51_5_6_18.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,Half,None,Many,Few,Some,More than half,Less than half,-0.029344618,0.269943576,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,76,1,339,ratio0Y_0_17_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Less than half,Many,Few,More than half,Half,Most,None,-0.479314236,0.350238715,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,28,1,339,ratio11_5_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Less than half,More than half,Many,Some,All,Most,None,0.049565972,0.070221354,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,252,1,339,ratio34_6_14_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Few,Many,More than half,Most,Less than half,Half,None,All,0.057417535,0.22687066,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,49,1,339,ratioX0_11_11_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Few,Less than half,None,Some,Most,Half,Many,-0.536553819,-0.318815104,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,303,1,339,ratio51_5_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Many,Some,Half,None,Less than half,More than half,Most,0.013216146,-0.049830729,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,199,1,339,ratio23_8_20_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Few,None,Many,All,Most,Some,More than half,0.416697049,-0.309696181,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,93,1,339,ratio13_4_16_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Some,Many,Most,All,None,More than half,Few,-0.434357639,-0.303949653,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,220,1,339,ratio32_3_5_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Few,More than half,Some,Half,Less than half,Most,None,0.005546875,-0.283919271,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,91,1,339,ratio13_3_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,None,All,Some,Less than half,Few,More than half,Most,Half,Many,0.475099826,0.260099826,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,336,1,339,ratio91_18_20_12.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Some,Half,Few,Many,None,Most,More than half,0.047786458,-0.020551215,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,142,1,339,ratio19_1_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,Many,More than half,Most,None,Some,All,Less than half,-0.523142361,-0.356471354,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,182,1,339,ratio23_2_5_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Some,More than half,Many,Most,Few,None,All,-0.433355035,0.243307292,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,123,1,339,ratio15_1_6_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,More than half,None,Many,Some,Few,Less than half,All,-0.553732639,-0.343537326,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,59,1,339,ratioX0_20_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,Few,Many,None,Less than half,All,Half,More than half,-0.425546875,-0.317100694,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,208,1,339,ratio31_9_12_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,Some,None,Less than half,More than half,Half,Few,All,0.038958333,-0.364509549,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,249,1,339,ratio34_3_7_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Few,None,Many,Most,Some,More than half,All,0.033485243,0.259539931,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,67,1,339,ratio0Y_0_10_10.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Less than half,More than half,Some,All,Most,Half,Many,0.446731771,-0.337569444,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,138,1,339,ratio15_3_18_17.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Less than half,Half,Most,None,Few,All,Some,Many,0.455034722,-0.035499132,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,254,1,339,ratio34_6_14_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Many,Most,All,Some,Few,More than half,None,0.53890191,-0.042256944,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h01.11.280,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,1,0,340,19,1,339,ratio12_6_18_9.png,,,,,,,,,,,,
