continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,Half,Many,Few,Some,Less than half,Most,None,All,More than half,0.098148148,-0.27037037,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,207,1,339,ratio31_6_8_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,Less than half,Some,None,More than half,Few,All,Most,0.032407407,-0.287962963,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,206,1,339,ratio31_6_8_6.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,None,Many,Few,Half,More than half,Most,Less than half,0.133333333,-0.031481481,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,102,1,339,ratio14_1_5_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,More than half,Few,Some,Half,Many,Most,None,0.45462963,0.231481481,1,0,0,QQQ1,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,190,1,339,ratio23_6_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Many,Most,All,Few,Some,Less than half,None,0.375925926,-0.031481481,1,0,0,QQQ2,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,287,1,339,ratio43_4_7_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,More than half,Half,Most,Few,Many,All,Less than half,-0.017592593,0.022222222,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,314,1,339,ratio51_15_18_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Many,All,Few,Most,Half,None,Less than half,-0.008333333,-0.272222222,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,209,1,339,ratio31_9_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Less than half,Half,None,Few,All,Most,Many,0.52037037,-0.389814815,1,0,0,QQQ3,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,4,1,339,ratio12_2_6_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,Most,Half,Less than half,Some,More than half,All,None,0.009259259,0.294444444,1,0,0,QQQ4,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,28,1,339,ratio11_5_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Some,Half,Most,Many,Less than half,None,All,-0.433333333,0.30462963,1,0,0,QQQ7,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,19,1,339,ratio12_6_18_9.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,Half,All,Less than half,More than half,Few,Some,Many,0.451851852,-0.339814815,1,0,0,QQQ3,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,145,1,339,ratio19_1_10_15.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Some,Many,None,Half,Less than half,All,Most,-0.483333333,-0.275,1,0,0,QQQ9,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,215,1,339,ratio31_12_16_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Some,More than half,All,None,Less than half,Half,Most,-0.450925926,-0.242592593,1,0,0,QQQ9,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,205,1,339,ratio31_6_8_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Most,All,Some,None,More than half,Many,Less than half,0.085185185,-0.246296296,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,71,1,339,ratio0Y_0_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Few,Many,Some,None,All,Most,Less than half,-0.621296296,-0.090740741,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,27,1,339,ratio11_5_10_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Many,Most,All,Some,Few,More than half,Less than half,-0.422222222,-0.074074074,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,265,1,339,ratio41_8_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Most,Some,All,More than half,None,Many,Half,0.481481481,0.285185185,1,0,0,QQQ1,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,18,1,339,ratio12_6_18_7.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,More than half,Many,Few,Less than half,All,Half,Most,-0.373148148,0.035185185,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,192,1,339,ratio23_6_15_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Many,Half,More than half,None,Few,Most,All,-0.447222222,-0.044444444,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,214,1,339,ratio31_12_16_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,None,Less than half,More than half,Many,Most,Few,Half,-0.412962963,0.318518519,1,0,0,QQQ7,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,17,1,339,ratio12_6_18_5.png,0.291666667,-0.369444444,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,17,1,339,ratio12_6_18_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Few,Most,More than half,Some,None,Less than half,Half,0.099074074,0.278703704,1,0,0,QQQ4,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,38,1,339,ratio11_10_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,Half,All,Some,More than half,Many,Few,Most,-0.552777778,0.046296296,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,135,1,339,ratio15_3_18_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,Many,Half,None,More than half,Less than half,All,Few,0.476851852,0.044444444,1,0,0,QQQ2,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,323,1,339,ratio91_9_10_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,More than half,Less than half,None,Few,Some,Many,All,-0.434259259,-0.257407407,1,0,0,QQQ9,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,54,1,339,ratioX0_15_15_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Many,All,Few,More than half,Half,None,Most,0.435185185,0.091666667,1,0,0,QQQ2,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,194,1,339,ratio23_6_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,Half,Less than half,Few,None,Most,All,More than half,-0.105555556,0.05462963,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,95,1,339,ratio13_4_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,Less than half,Few,All,Most,More than half,Half,None,0.059259259,-0.243518519,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,216,1,339,ratio31_15_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Less than half,Most,Few,All,None,Some,More than half,0.039814815,-0.27962963,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,293,1,339,ratio43_8_14_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,All,Some,More than half,Most,Less than half,None,Half,0.025,-0.309259259,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,201,1,339,ratio31_3_4_7.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,More than half,Most,Few,Half,Less than half,Many,None,-0.477777778,-0.016666667,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,286,1,339,ratio43_4_7_15.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,Half,Few,Many,Less than half,None,Some,Most,0.475925926,-0.305555556,1,0,0,QQQ3,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,255,1,339,ratio34_6_14_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,None,Half,Most,Few,Many,Less than half,More than half,-0.573148148,-0.264814815,1,0,0,QQQ9,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,290,1,339,ratio43_8_14_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Most,Few,Half,All,Many,None,More than half,0.516666667,0.275,1,0,0,QQQ1,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,281,1,339,ratio43_4_7_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Many,Less than half,More than half,Most,Some,Few,All,-0.485185185,0.000925926,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,118,1,339,ratio14_4_20_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Many,Half,Some,More than half,None,Most,All,0.408333333,-0.324074074,1,0,0,QQQ3,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,39,1,339,ratio11_10_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,Half,Some,More than half,All,Few,Less than half,None,-0.461111111,0.303703704,1,0,0,QQQ7,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,124,1,339,ratio15_1_6_16.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,Less than half,Many,All,None,More than half,Some,Most,0.558333333,-0.34537037,1,0,0,QQQ3,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,189,1,339,ratio23_4_10_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Some,More than half,Less than half,Few,All,None,Most,0.574074074,0.04537037,1,0,0,QQQ2,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,292,1,339,ratio43_8_14_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Few,All,Many,Most,None,Half,More than half,0.615740741,-0.096296296,1,0,0,QQQ2,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,171,1,339,ratio21_8_12_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Few,None,Some,Most,All,Half,More than half,-0.038888889,-0.266666667,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,276,1,339,ratio41_16_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Few,All,Most,None,Less than half,Half,Many,More than half,-0.452777778,-0.07962963,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,299,1,339,ratio43_8_14_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,Most,Few,All,Some,More than half,None,Less than half,0.041666667,-0.073148148,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,45,1,339,ratioX0_8_8_3.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Some,Less than half,Few,Half,None,Most,Many,0.100925926,0.310185185,1,0,0,QQQ4,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,259,1,339,ratio34_6_14_19.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Most,None,Many,More than half,Half,All,Few,0.551851852,0.309259259,1,0,0,QQQ1,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,188,1,339,ratio23_4_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Many,Most,None,Half,More than half,Few,All,-0.475925926,0.015740741,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,115,1,339,ratio14_4_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Most,None,Some,Half,More than half,Many,Less than half,All,0.441666667,-0.218518519,1,0,0,QQQ3,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,62,1,339,ratio0Y_0_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,Some,Half,Many,All,More than half,Most,Few,-0.426851852,0.02037037,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,229,1,339,ratio32_6_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Many,Few,Some,Half,More than half,None,Most,-0.444444444,-0.265740741,1,0,0,QQQ9,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,270,1,339,ratio41_12_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,Some,Half,Most,More than half,None,Few,All,-0.034259259,0.061111111,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,160,1,339,ratio21_2_3_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,More than half,Many,Most,Some,None,All,Few,-0.036111111,0.058333333,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,218,1,339,ratio31_15_20_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,All,Half,None,More than half,Some,Many,Less than half,0.500925926,0.32962963,1,0,0,QQQ1,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,334,1,339,ratio91_18_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Less than half,None,More than half,All,Few,Some,Most,-0.099074074,-0.007407407,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,291,1,339,ratio43_8_14_5.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Less than half,All,None,Few,Some,Half,Most,Many,-0.094444444,0.000925926,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,142,1,339,ratio19_1_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Few,Half,None,Most,Many,More than half,Less than half,-0.041666667,-0.377777778,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,278,1,339,ratio41_16_20_9.png,0.372222222,-0.385185185,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,278,1,339,ratio41_16_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Some,Half,All,Less than half,Few,Most,More than half,-0.45462963,0.233333333,1,0,0,QQQ7,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,11,1,339,ratio12_4_12_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,More than half,Half,All,Most,Less than half,Some,Many,-0.510185185,-0.050925926,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,172,1,339,ratio21_8_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Less than half,Few,Half,Many,More than half,All,Most,-0.001851852,0.225,1,0,0,QQQ4,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,249,1,339,ratio34_3_7_20.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Half,More than half,Less than half,Some,All,Few,Most,Many,-0.391666667,0.278703704,1,0,0,QQQ7,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,222,1,339,ratio32_3_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,Less than half,Many,Most,Some,Half,More than half,All,0.064814815,-0.064814815,1,0,0,QQQ5,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,91,1,339,ratio13_3_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Few,None,More than half,Half,Some,Many,Most,-0.469444444,-0.267592593,1,0,0,QQQ9,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,285,1,339,ratio43_4_7_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,Less than half,More than half,Some,Half,None,Many,All,-0.462962963,-0.015740741,1,0,0,QQQ8,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,203,1,339,ratio31_3_4_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Less than half,All,Most,Half,Few,Some,More than half,-0.361111111,0.269444444,1,0,0,QQQ7,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,0,1,339,ratio12_1_3_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,None,All,Some,Few,More than half,Less than half,Half,-0.037037037,-0.319444444,1,0,0,QQQ6,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,158,1,339,ratio19_2_20_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Many,None,All,Some,Less than half,Few,Most,-0.533333333,0.335185185,1,0,0,QQQ7,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,16,1,339,ratio12_5_15_6.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,Few,None,All,Half,Some,Less than half,Most,0.482407407,0.244444444,1,0,0,QQQ1,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,36,1,339,ratio11_9_18_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Most,Half,Many,All,None,Few,More than half,0.453703704,-0.003703704,1,0,0,QQQ2,,,,,,,,English,2020-07-02_10h59.39.677,Experiment_English,3.2.4,Win32,60,,,1,0,340,193,1,339,ratio23_6_15_9.png,,,,,,,,,,,,
