continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,All,Most,Half,More than half,Few,None,Less than half,Many,Some,-0.530478516,-0.298417969,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,195,1,339,ratio23_8_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,None,All,Most,Less than half,Half,Many,Few,-0.085927734,-0.311352539,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,183,1,339,ratio23_2_5_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Many,Few,More than half,None,Half,Less than half,Most,0.104682617,0.22918457,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,90,1,339,ratio13_3_12_7.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Most,Some,Many,More than half,None,Few,Less than half,-0.10171875,-0.275131836,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,222,1,339,ratio32_3_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,None,Half,Some,Many,Few,All,Less than half,-0.509335937,0.27699707,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,127,1,339,ratio15_2_12_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,All,None,Some,Less than half,More than half,Most,Few,-0.055605469,0.237744141,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,66,1,339,ratio0Y_0_9_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,Half,Few,Less than half,Some,None,More than half,Many,0.433076172,0.266396484,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,306,1,339,ratio51_5_6_18.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,Most,More than half,Many,Less than half,Few,None,Half,0.392563477,-0.271655273,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,229,1,339,ratio32_6_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Most,Few,Half,All,Less than half,More than half,None,-0.457583008,-0.311103516,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,76,1,339,ratio0Y_0_17_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Less than half,Many,Most,Some,None,All,Few,-0.383144531,-0.304584961,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,108,1,339,ratio14_2_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Many,Most,More than half,Few,All,Half,None,0.49668457,0.242539063,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,111,1,339,ratio14_3_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Few,All,Many,Most,None,More than half,Some,0.403452148,-0.303344727,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,140,1,339,ratio19_1_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Some,Most,Less than half,All,Many,None,Few,Half,-0.381054687,-0.274799805,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,197,1,339,ratio23_8_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Half,Many,All,None,Few,Most,Less than half,-0.470371094,-0.042202148,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,323,1,339,ratio91_9_10_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,Less than half,Many,All,More than half,Half,Most,None,0.459067383,0.341269531,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,109,1,339,ratio14_2_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,Half,None,Less than half,Many,Some,More than half,Most,0.011206055,-0.058256836,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,16,1,339,ratio12_5_15_6.png,,,,,,,,,,,,
,,,,,,,,,,,,None,All,Most,Some,Half,Few,Less than half,Many,More than half,0.575307617,-0.293491211,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,200,1,339,ratio31_3_4_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Most,Half,Less than half,None,Some,More than half,All,Many,-0.036069336,0.314804688,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,3,1,339,ratio12_2_6_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,More than half,All,Some,Few,Many,Most,None,-0.422705078,-0.038583984,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,47,1,339,ratioX0_9_9_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Many,Some,All,Half,None,Most,More than half,-0.422705078,-0.038583984,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,49,1,339,ratioX0_11_11_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Less than half,Most,Some,Few,Many,All,Half,-0.405854492,-0.045,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,310,1,339,ratio51_10_12_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Some,Most,None,More than half,Many,Half,All,-0.487260742,0.03902832,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,251,1,339,ratio34_6_14_2.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,Some,Half,Many,More than half,Few,Less than half,All,0.481367188,-0.302402344,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,96,1,339,ratio13_5_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Less than half,Half,Some,Few,None,Most,All,-0.533183594,-0.024057617,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,334,1,339,ratio91_18_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Few,All,None,Many,Half,Most,More than half,Less than half,-0.470361328,-0.294726563,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,23,1,339,ratio11_3_6_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Many,Less than half,None,Most,More than half,All,Some,0.411918945,0.300703125,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,128,1,339,ratio15_2_12_8.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Less than half,Many,All,More than half,Most,Few,Half,-0.081831055,0.244438477,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,208,1,339,ratio31_9_12_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,Most,All,Many,More than half,Few,Less than half,None,-0.408173828,0.238383789,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,113,1,339,ratio14_3_15_8.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,Some,More than half,Half,Less than half,Many,Few,All,0.515805664,0.013012695,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,273,1,339,ratio41_12_15_8.png,0.378432617,-0.407197266,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,273,1,339,ratio41_12_15_8.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Many,Few,Most,Half,More than half,Some,Less than half,-0.421708984,0.251142578,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,166,1,339,ratio21_6_9_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,Some,Less than half,Half,Many,More than half,All,None,-0.420820313,0.251142578,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,220,1,339,ratio32_3_5_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,More than half,Most,Many,Half,None,Less than half,Some,0.564536133,-0.025053711,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,149,1,339,ratio19_1_10_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,Some,Less than half,Many,Few,None,All,More than half,-0.02855957,-0.329658203,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,145,1,339,ratio19_1_10_15.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Few,Many,Some,None,Less than half,Half,Most,0.552041016,0.265361328,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,165,1,339,ratio21_4_6_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Many,Some,None,All,Few,Half,Less than half,0.49237793,-0.028149414,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,286,1,339,ratio43_4_7_15.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,None,Many,Half,Most,More than half,Some,Less than half,-0.500795898,0.293120117,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,237,1,339,ratio32_12_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,All,Many,Most,Half,Some,Few,Less than half,0.076772461,-0.329345703,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,31,1,339,ratio11_6_12_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,Half,Most,Some,More than half,Many,Few,All,-0.043071289,0.343842773,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,325,1,339,ratio91_9_10_8.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,None,Many,More than half,Half,Most,Few,Less than half,-0.354384766,0.00090332,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,135,1,339,ratio15_3_18_7.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,All,More than half,Some,Half,Few,Many,Less than half,-0.477373047,0.362924805,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,102,1,339,ratio14_1_5_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,More than half,Half,Most,Few,Less than half,All,Many,0.096210937,-0.266547852,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,101,1,339,ratio14_1_5_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,More than half,Few,Many,Most,Some,None,Half,0.464296875,0.309926758,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,227,1,339,ratio32_6_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Less than half,All,Few,Many,Half,None,Some,0.455126953,-0.313183594,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,2,1,339,ratio12_1_3_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Less than half,Few,Many,None,More than half,Most,Half,0.455126953,-0.313183594,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,0,1,339,ratio12_1_3_3.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,Half,Some,Few,Less than half,Most,Many,None,0.01081543,-0.029365234,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,112,1,339,ratio14_3_15_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Few,Less than half,Many,All,Most,More than half,None,-0.546542969,0.018442383,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,224,1,339,ratio32_3_5_10.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Many,Less than half,All,Some,Half,Most,More than half,Few,-0.546542969,0.018442383,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,299,1,339,ratio43_8_14_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,Most,Less than half,Many,All,Some,None,More than half,0.529121094,-0.056362305,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,28,1,339,ratio11_5_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,More than half,Less than half,Half,Most,Many,None,Few,0.002290039,-0.053212891,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,241,1,339,ratio34_3_7_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Most,More than half,All,None,Some,Many,Half,-0.022861328,0.279165039,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,216,1,339,ratio31_15_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Many,More than half,Few,All,Less than half,Most,Some,-0.060209961,0.065830078,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,151,1,339,ratio19_2_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,Few,More than half,None,Less than half,Many,All,Half,0.464233398,-0.24394043,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,144,1,339,ratio19_1_10_11.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Half,All,Less than half,More than half,Few,Most,Some,Many,-0.080131836,0.044321289,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,198,1,339,ratio23_8_20_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Most,Many,All,Less than half,None,Few,Half,0.454370117,0.289287109,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,240,1,339,ratio34_3_7_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Half,All,Many,Some,Most,None,More than half,0.513647461,-0.281674805,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,284,1,339,ratio43_4_7_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,Few,Less than half,More than half,None,Half,Many,All,-0.438242187,-0.303227539,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,53,1,339,ratioX0_14_14_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Few,All,Some,Many,Most,Less than half,None,0.491298828,-0.038652344,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,178,1,339,ratio21_12_18_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,All,Most,Many,Half,None,Some,More than half,-0.392607422,0.268305664,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,70,1,339,ratio0Y_0_12_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,None,Half,Many,Most,More than half,Few,Some,0.385439453,0.022456055,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,93,1,339,ratio13_4_16_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,All,Many,None,Some,Less than half,More than half,Few,-0.455161133,-0.046333008,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,289,1,339,ratio43_4_7_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,None,Few,More than half,Some,Many,Most,Half,-0.024858398,0.201625977,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,120,1,339,ratio15_1_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Many,None,More than half,Few,Half,Most,Some,-0.489140625,0.022084961,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,331,1,339,ratio91_18_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,Less than half,Some,Most,Many,None,All,More than half,-0.01112793,0.20184082,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,100,1,339,ratio14_1_5_3.png,0.375458984,-0.351074219,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,100,1,339,ratio14_1_5_3.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Most,Half,None,All,Some,Many,Less than half,0.498203125,-0.04190918,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,146,1,339,ratio19_1_10_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,Half,None,Few,Many,All,Less than half,More than half,0.49925293,0.029614258,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,217,1,339,ratio31_15_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,All,Many,Half,Less than half,Most,More than half,None,-0.409526367,-0.024077148,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,163,1,339,ratio21_4_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Some,Many,Half,Few,Most,More than half,None,0.561806641,0.34484375,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,58,1,339,ratioX0_19_19_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,More than half,Most,Many,Some,Less than half,None,All,-0.375317383,0.020893555,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,68,1,339,ratio0Y_0_11_3.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Less than half,Few,None,All,Some,Most,Many,0.542871094,0.032763672,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,21,1,339,ratio11_2_4_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Few,Some,None,Most,Many,More than half,All,0.045932617,-0.003701172,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,61,1,339,ratio0Y_0_4_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Half,Some,Many,Most,More than half,Few,None,-0.442573242,0.301494141,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,177,1,339,ratio21_12_18_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,Some,None,All,Many,Half,Most,Less than half,-0.450854492,-0.044819336,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,326,1,339,ratio91_9_10_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Few,Half,All,More than half,Some,Less than half,Most,0.415405273,-0.243730469,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,131,1,339,ratio15_2_12_14.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,Half,Less than half,All,Few,Many,None,Some,0.478652344,0.239633789,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.12.834,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,169,1,339,ratio21_6_9_7.png,,,,,,,,,,,,
