continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,trial_2.thisRepN,trial_2.thisTrialN,trial_2.thisN,trial_2.thisIndex,trial_2.ran,trial_2.order,continue_mouse_3.x,continue_mouse_3.y,continue_mouse_3.leftButton,continue_mouse_3.midButton,continue_mouse_3.rightButton,continue_mouse_3.clicked_name,insts.thisRepN,insts.thisTrialN,insts.thisN,insts.thisIndex,insts.ran,insts.order,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,Most,All,Some,None,Few,Less than half,More than half,Half,Many,-0.442708333,0.30078125,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,173,1,339,ratio21_8_12_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Most,Half,More than half,None,Many,Some,All,0.454427083,0.028645833,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,80,1,339,ratio13_1_4_3.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,None,Many,Some,Most,Few,Half,Less than half,0.453125,0.020833333,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,232,1,339,ratio32_9_15_8.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,Some,None,Most,Less than half,Half,Few,Many,-0.484375,0.020833333,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,159,1,339,ratio19_2_20_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,Few,All,None,Most,More than half,Less than half,Half,-0.001302083,-0.31640625,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,326,1,339,ratio91_9_10_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,Half,Few,Many,Less than half,More than half,Most,None,-0.03125,-0.294270833,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,194,1,339,ratio23_6_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,Some,More than half,Less than half,All,None,Most,Many,-0.018229167,0.26171875,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,214,1,339,ratio31_12_16_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,More than half,All,None,Few,Less than half,Many,Most,-0.44921875,-0.286458333,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,270,1,339,ratio41_12_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Half,More than half,Most,Many,All,Few,Less than half,-0.0078125,0.2734375,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,285,1,339,ratio43_4_7_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Most,Some,Less than half,Half,None,All,Few,0.541666667,0.020833333,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,177,1,339,ratio21_12_18_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,Some,Most,More than half,All,Half,Many,Few,0.537760417,0.010416667,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,125,1,339,ratio15_1_6_19.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,Few,Many,Less than half,None,All,Most,Some,0.529947917,0.009114583,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,171,1,339,ratio21_8_12_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,More than half,Some,Most,Few,Half,All,None,-0.6015625,-0.005208333,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,45,1,339,ratioX0_8_8_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,More than half,All,Most,None,Half,Many,Less than half,0.045572917,0.020833333,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,216,1,339,ratio31_15_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Most,None,Half,Some,Less than half,More than half,Few,0.455729167,-0.302083333,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,319,1,339,ratio51_15_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,None,Less than half,Many,Half,Most,All,Few,0.08984375,0.28125,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,95,1,339,ratio13_4_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Most,Few,Less than half,Some,None,More than half,Half,0.490885417,-0.247395833,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,202,1,339,ratio31_3_4_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Most,More than half,Half,Some,Many,All,None,-0.509114583,0.024739583,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,41,1,339,ratioX0_4_4_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Many,None,Few,Half,Less than half,Some,All,-0.022135417,-0.01953125,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,150,1,339,ratio19_2_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,Less than half,None,Most,Half,Many,All,Some,-0.022135417,-0.01953125,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,263,1,339,ratio41_4_5_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,All,Half,Few,More than half,Many,None,Less than half,-0.462239583,-0.299479167,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,198,1,339,ratio23_8_20_7.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,Few,Less than half,All,None,Many,Some,Half,0.485677083,0.270833333,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,170,1,339,ratio21_6_9_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,None,Few,More than half,Most,Less than half,All,Some,-0.450520833,0.2734375,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,143,1,339,ratio19_1_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Few,All,Less than half,More than half,Some,Most,Half,-0.462239583,-0.291666667,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,34,1,339,ratio11_8_16_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Most,Less than half,Half,More than half,All,None,Few,-0.083333333,-0.313802083,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,228,1,339,ratio32_6_10_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,Half,Most,Less than half,None,More than half,All,Many,-0.005208333,0.259114583,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,269,1,339,ratio41_8_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,Most,Many,All,More than half,Less than half,Half,Some,0.466145833,-0.341145833,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,303,1,339,ratio51_5_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Half,Some,None,More than half,Many,Most,All,-0.484375,0.001302083,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,283,1,339,ratio43_4_7_8.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,More than half,Most,Less than half,All,Many,Some,Half,0.490885417,-0.298177083,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.58.200,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,189,1,339,ratio23_4_10_8.png,,,,,,,,,,,,
