continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,trial_2.thisRepN,trial_2.thisTrialN,trial_2.thisN,trial_2.thisIndex,trial_2.ran,trial_2.order,continue_mouse_3.x,continue_mouse_3.y,continue_mouse_3.leftButton,continue_mouse_3.midButton,continue_mouse_3.rightButton,continue_mouse_3.clicked_name,insts.thisRepN,insts.thisTrialN,insts.thisN,insts.thisIndex,insts.ran,insts.order,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,0.31396488,-0.368489609,1,0,0,continue_button_3,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Less than half,Half,Some,None,Few,All,Many,Most,-0.01025388,-0.350260442,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,244,1,339,ratio34_3_7_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,More than half,All,Half,Few,None,Many,Most,0.041829455,-0.29947919,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,152,1,339,ratio19_2_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,More than half,Few,Half,Many,None,Some,Most,0.587402388,-0.003906265,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,53,1,339,ratioX0_14_14_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,Many,Some,Less than half,Half,More than half,All,Most,0.471516968,-0.313802108,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,305,1,339,ratio51_5_6_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Few,Half,None,All,Most,Less than half,More than half,0.446777384,0.005208319,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,20,1,339,ratio11_2_4_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,None,Many,Less than half,Some,Half,All,Few,-0.433430976,-0.27994794,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,264,1,339,ratio41_4_5_6.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Most,Half,Some,Less than half,More than half,All,Many,-0.036295547,-0.032552139,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,250,1,339,ratio34_6_14_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Most,Some,All,More than half,Many,Few,None,-0.438639309,0.252604159,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,217,1,339,ratio31_15_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,Most,None,Half,Few,Less than half,Many,More than half,0.478027384,-0.014322932,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,299,1,339,ratio43_8_14_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Many,More than half,None,Some,Most,All,Few,0.4454753,-0.27213544,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,331,1,339,ratio91_18_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,All,Few,Many,Less than half,More than half,Some,Half,0.159016958,0.285156244,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,88,1,339,ratio13_3_12_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Half,Few,Less than half,Some,Many,Most,More than half,-0.061035132,0.292968744,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,140,1,339,ratio19_1_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,Most,Many,Some,None,More than half,Less than half,Half,0.060058622,0.031249986,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,169,1,339,ratio21_6_9_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,More than half,Less than half,Most,Few,Half,All,Some,-0.01806638,-0.020833389,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,215,1,339,ratio31_12_16_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,Few,All,None,Most,More than half,Half,Less than half,0.457194051,-0.292968774,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,84,1,339,ratio13_2_8_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Many,Few,Most,More than half,Some,All,None,-0.382649724,-0.07552089,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,43,1,339,ratioX0_6_6_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,Many,More than half,Less than half,Most,None,All,Half,0.468912801,0.334635402,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,130,1,339,ratio15_2_12_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Most,More than half,Many,None,Few,Less than half,All,-0.011555963,-0.013020888,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,196,1,339,ratio23_8_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,Less than half,Few,Half,More than half,None,Some,Many,-0.011555963,-0.013020888,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,297,1,339,ratio43_8_14_13.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Few,Less than half,Many,Most,All,Half,Some,-0.011555963,-0.013020888,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,35,1,339,ratio11_8_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Half,More than half,None,Some,All,Many,Most,-0.489420561,0.003906235,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,266,1,339,ratio41_8_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,All,Few,More than half,Some,Less than half,None,Many,-0.378743474,-0.227864605,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,326,1,339,ratio91_9_10_10.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Half,Less than half,All,Some,Few,Many,More than half,Most,-0.426920559,-0.296875024,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,287,1,339,ratio43_4_7_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,All,Some,Most,Half,More than half,Many,None,-0.042805964,-0.006510432,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,207,1,339,ratio31_6_8_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Some,Less than half,All,Half,None,Most,Few,-0.479003894,-0.018229182,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,272,1,339,ratio41_12_15_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,All,Some,Many,Few,None,Half,More than half,0.002766954,-0.024739639,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,261,1,339,ratio41_4_5_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,More than half,All,Some,Many,None,Half,Most,-0.023274714,-0.248697939,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,112,1,339,ratio14_3_15_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,All,Less than half,None,More than half,Most,Many,Few,-0.506347645,-0.007812515,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,260,1,339,ratio41_4_5_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Most,More than half,None,Less than half,Few,Many,All,-0.468587227,-0.026041682,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,235,1,339,ratio32_12_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Less than half,More than half,All,Few,None,Half,Most,-0.439941393,-0.236979189,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,316,1,339,ratio51_15_18_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Less than half,More than half,Half,Most,None,Few,Some,-0.472493477,-0.332031275,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,25,1,339,ratio11_4_8_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Few,All,Many,Half,None,Less than half,Most,0.485839885,0.26432291,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,38,1,339,ratio11_10_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,None,All,Most,Some,More than half,Half,Few,-0.433430976,-0.282552107,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,249,1,339,ratio34_3_7_20.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Less than half,Half,None,All,Some,Many,Few,Most,-0.541503896,0.249999993,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,178,1,339,ratio21_12_18_2.png,0.316569126,-0.406250027,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,178,1,339,ratio21_12_18_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Some,Less than half,Many,All,Most,Half,None,0.470214884,-0.042968766,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,83,1,339,ratio13_1_4_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,More than half,Many,None,Half,Less than half,Some,Most,0.471516968,-0.016927138,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,56,1,339,ratioX0_17_17_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Half,Less than half,Most,None,Few,Some,More than half,0.054850289,-0.303385441,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,70,1,339,ratio0Y_0_12_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,More than half,Less than half,Half,None,Some,All,Many,0.448079467,-0.003906265,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,26,1,339,ratio11_5_10_4.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Most,None,Less than half,All,Some,Many,Few,-0.425618476,-0.011718765,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,270,1,339,ratio41_12_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Half,Less than half,Many,None,More than half,Some,Most,-0.425618476,-0.011718765,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,163,1,339,ratio21_4_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Many,Some,Less than half,Half,Most,Few,All,More than half,0.472819051,0.022135402,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,194,1,339,ratio23_6_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Less than half,Half,All,Few,Most,Many,None,More than half,-0.059733048,0.235677056,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,50,1,339,ratioX0_12_12_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Few,All,None,Many,Less than half,Some,Half,-0.439941393,-0.001302138,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,27,1,339,ratio11_5_10_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,More than half,All,Many,Half,Most,Some,None,-0.428222643,-0.007812515,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,96,1,339,ratio13_5_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Some,Many,Most,More than half,None,Few,Half,0.037923205,0.320312495,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,238,1,339,ratio32_12_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Less than half,Most,More than half,Some,Few,None,Half,0.023600288,0.26432291,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,172,1,339,ratio21_8_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,Most,None,Half,Few,More than half,All,Less than half,0.379069128,0.003906235,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,279,1,339,ratio41_16_20_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,Half,None,Most,Less than half,All,More than half,Many,-0.045410131,0.261718743,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,71,1,339,ratio0Y_0_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Many,Few,Most,Half,Less than half,More than half,Some,-0.045410131,0.261718743,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,257,1,339,ratio34_6_14_12.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Half,Many,None,All,Some,Few,More than half,Most,-0.439941393,0.322916661,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,5,1,339,ratio12_2_6_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Few,Less than half,All,Most,Some,Many,More than half,0.498860718,-0.294270857,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,102,1,339,ratio14_1_5_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,None,Less than half,More than half,Some,Few,All,Most,0.09000654,-0.290364607,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,32,1,339,ratio11_7_14_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Few,All,More than half,Less than half,None,Many,Half,Some,-0.455566393,-0.330729191,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,201,1,339,ratio31_3_4_7.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Many,Half,All,More than half,Less than half,Most,Some,0.415527383,-0.001302138,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,303,1,339,ratio51_5_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Few,None,More than half,Some,Half,Many,Most,0.457194051,-0.229166688,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,105,1,339,ratio14_2_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,None,Most,More than half,Less than half,Many,Some,Half,0.000162787,0.001302068,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,262,1,339,ratio41_4_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Most,None,More than half,Some,Many,All,Few,-0.536295562,-0.339843775,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,285,1,339,ratio43_4_7_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,Few,Less than half,Many,Half,None,More than half,All,0.54573572,0.295572911,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,242,1,339,ratio34_3_7_6.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,Less than half,Half,Some,Few,Most,All,None,-0.053222631,-0.315104191,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,109,1,339,ratio14_2_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,None,More than half,Less than half,Few,Some,Half,Many,-0.001139296,-0.308593774,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,22,1,339,ratio11_3_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,More than half,None,All,Most,Some,Less than half,Many,-0.001139296,-0.308593774,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,170,1,339,ratio21_6_9_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Some,More than half,Half,Most,All,Less than half,Few,-0.396972642,-0.265625023,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,99,1,339,ratio13_5_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Most,More than half,Half,None,Many,Less than half,Some,-0.510253895,0.305989578,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,300,1,339,ratio51_5_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Many,More than half,Half,Less than half,All,Few,Most,-0.140462217,0.093749988,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h57.34.626,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,340,65,1,339,ratio0Y_0_8_4.png,,,,,,,,,,,,
