continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.363194444,-0.428472222,1,0,0,continue_button,0.346527778,-0.429861111,1,0,0,continue_button_2,All,Few,More than half,None,Many,Most,Some,Less than half,Half,0.022222222,0.307638889,1,0,0,QQQ4,1,0,16,15,1,15,ratio0Y_0_14_10.png,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,Less than half,Most,Half,All,More than half,None,Some,0.525,0.322222222,1,0,0,QQQ1,1,0,16,12,1,15,ratio13_3_12_3.png,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,Some,Few,Less than half,More than half,Many,Half,None,-0.040277778,-0.000694444,1,0,0,QQQ5,1,0,16,10,1,15,ratio15_2_12_4.png,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,All,Most,More than half,Half,Few,Many,Less than half,-0.475,-0.061805556,1,0,0,QQQ8,1,0,16,3,1,15,ratio41_8_10_8.png,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,All,Many,None,More than half,Few,Less than half,Some,0.031944444,-0.313888889,1,0,0,QQQ6,1,0,16,1,1,15,ratio51_5_6_8.png,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,All,Half,None,Most,Many,Less than half,More than half,0.064583333,0.279166667,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,b,46.14299989,1,0,340,259,1,339,ratio34_6_14_19.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,None,Many,All,Most,Half,Some,Less than half,0.024305556,-0.322222222,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,333,1,339,ratio91_18_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Some,Half,Most,None,All,Many,Less than half,-0.411111111,-0.266666667,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,11,1,339,ratio12_4_12_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Half,Most,Few,More than half,None,Some,Less than half,-0.459027778,-0.026388889,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,14,1,339,ratio12_5_15_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,More than half,Many,Few,Some,Less than half,All,None,0.05625,0.29375,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,234,1,339,ratio32_9_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,None,Few,Most,Half,All,Some,Less than half,Many,-0.004166667,-0.035416667,1,0,0,QQQ5,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,167,1,339,ratio21_6_9_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Half,Few,All,None,Most,Less than half,Some,Many,-0.425694444,0.2125,1,0,0,QQQ7,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,80,1,339,ratio13_1_4_3.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,None,Less than half,Half,Many,Few,Some,Most,-0.084722222,0.278472222,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,115,1,339,ratio14_4_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Some,Less than half,Most,Few,Many,Half,None,0.020833333,0.286805556,1,0,0,QQQ4,,,,,,,,English,2020-07-02_11h01.10.739,Experiment_English,3.2.4,Win32,60,,,1,0,340,185,1,339,ratio23_4_10_1.png,,,,,,,,,,,,
