continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.353703722,-0.392592606,1,0,0,continue_button,0.328703722,-0.425000014,1,0,0,continue_button_2,Some,Few,None,Less than half,Most,Half,More than half,Many,All,0.419444464,0.271296293,1,0,0,QQQ1,1,0,16,14,1,15,ratio11_5_10_6.png,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,Many,Less than half,All,Few,Half,None,More than half,0.39074076,0.243518515,1,0,0,QQQ1,1,0,16,4,1,15,ratio34_3_7_3.png,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,More than half,None,Less than half,Some,Most,Many,Half,0.428703723,0.297222219,1,0,0,QQQ1,1,0,16,5,1,15,ratio32_6_10_2.png,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,Many,More than half,Few,Less than half,All,Half,None,0.402777797,-0.343518531,1,0,0,QQQ3,1,0,16,6,1,15,ratio31_12_16_7.png,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,Less than half,Some,None,All,More than half,Many,Few,-0.385185178,-0.218518529,1,0,0,QQQ9,1,0,16,9,1,15,ratio19_1_10_8.png,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,More than half,Some,All,None,Most,Few,Half,Many,0.438889022,0.018518511,1,0,0,QQQ2,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,b,25.32800007,1,0,340,244,1,339,ratio34_3_7_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,None,All,Half,Many,Few,Some,More than half,-0.055555543,-0.33240742,1,0,0,QQQ6,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,99,1,339,ratio13_5_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,Most,All,Few,None,Less than half,Many,More than half,-0.359259251,-0.2638889,1,0,0,QQQ9,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,165,1,339,ratio21_4_6_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Less than half,Most,Many,Few,More than half,All,None,0.350926057,0.026851817,1,0,0,QQQ2,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,28,1,339,ratio11_5_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Half,Few,Many,Some,Most,More than half,None,-0.470370364,0.300925923,1,0,0,QQQ7,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,39,1,339,ratio11_10_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,All,More than half,Half,Some,Most,None,Many,Few,Less than half,-0.397222215,-0.020370378,1,0,0,QQQ8,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,98,1,339,ratio13_5_20_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,Less than half,Few,More than half,None,Half,Some,All,-0.402777771,-0.002777785,1,0,0,QQQ8,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,280,1,339,ratio43_4_7_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Less than half,Many,Few,None,Half,More than half,Most,0.432407427,-0.012962971,1,0,0,QQQ2,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,43,1,339,ratioX0_6_6_9.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,Few,Half,More than half,Some,Most,All,Many,-0.403703696,0.29259259,1,0,0,QQQ7,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,229,1,339,ratio32_6_10_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,Half,None,Few,Many,More than half,Some,Most,-0.384259252,0.285185182,1,0,0,QQQ7,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,260,1,339,ratio41_4_5_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,Many,Less than half,None,Few,Some,All,Half,0.428703723,-0.284259327,1,0,0,QQQ3,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,35,1,339,ratio11_8_16_10.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,Less than half,None,Half,Many,Few,Most,More than half,0.437962983,0.28796296,1,0,0,QQQ1,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,45,1,339,ratioX0_8_8_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Half,More than half,Many,Less than half,None,Some,All,Most,-0.555555551,-0.253703715,1,0,0,QQQ9,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,169,1,339,ratio21_6_9_7.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Many,Some,Half,More than half,Most,Few,Less than half,All,-0.00833332,-0.265740809,1,0,0,QQQ6,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,176,1,339,ratio21_10_15_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Less than half,Few,More than half,Most,Many,All,Half,0.066666681,0.223148144,1,0,0,QQQ4,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,157,1,339,ratio19_2_20_16.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,Many,More than half,Half,All,None,Few,Some,-0.368518511,-7.4558E-09,1,0,0,QQQ8,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,105,1,339,ratio14_2_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,All,None,Half,Less than half,More than half,Few,Most,-0.357407399,-0.24259266,1,0,0,QQQ9,,,,,,,,English,2020-06-16_10h51.43.751,Experiment_English,3.2.4,Win32,60,,,1,0,340,307,1,339,ratio51_10_12_1.png,,,,,,,,,,,,
