continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.270370405,-0.411111138,1,0,0,continue_button,0.339814851,-0.436111139,1,0,0,continue_button_2,More than half,None,Some,Half,Many,All,Less than half,Few,Most,0.414814854,-0.30555558,1,0,0,QQQ3,1,0,16,11,1,15,ratio14_1_5_7.png,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Some,Most,More than half,Many,Half,Few,None,All,-0.022222196,0.263888882,1,0,0,QQQ4,1,0,16,0,1,15,ratio91_9_10_19.png,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,Few,None,All,More than half,Less than half,Half,Some,0.448148188,-0.300000024,1,0,0,QQQ3,1,0,16,10,1,15,ratio15_2_12_4.png,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Few,None,Some,Most,All,Less than half,More than half,-0.434259246,-0.278703727,1,0,0,QQQ9,1,0,16,2,1,15,ratio43_8_14_19.png,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Many,More than half,All,Some,Less than half,Few,Most,0.380555593,0.237037029,1,0,0,QQQ1,1,0,16,5,1,15,ratio32_6_10_2.png,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,More than half,Many,None,Few,Most,Less than half,Half,0.471296337,-0.324074155,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,b,5.055000067,1,0,340,227,1,339,ratio32_6_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,All,Few,None,Less than half,Some,Many,Most,More than half,0.0953704,-0.281481505,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,244,1,339,ratio34_3_7_9.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,More than half,Half,All,Many,Some,Most,Few,-0.403703689,-0.262963042,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,102,1,339,ratio14_1_5_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Some,All,Many,Few,Most,More than half,Less than half,-0.416666653,0.003703689,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,276,1,339,ratio41_16_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Few,Half,Most,Many,All,Less than half,None,More than half,-0.449074033,-0.278703727,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,223,1,339,ratio32_3_5_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Some,All,Many,None,Most,More than half,Half,0.424074113,-0.013888904,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,99,1,339,ratio13_5_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,None,Less than half,Most,Some,Half,All,Few,More than half,-0.484259247,-0.032407423,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,155,1,339,ratio19_2_20_13.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Most,Less than half,All,More than half,Few,Some,Many,0.482407448,-0.338888914,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,52,1,339,ratioX0_13_13_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,Some,More than half,Few,None,Half,Many,All,0.482407448,-0.338888914,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,275,1,339,ratio41_16_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,All,Most,Many,None,Less than half,Some,Few,More than half,-0.443518477,-0.355555581,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,328,1,339,ratio91_9_10_15.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,All,None,Half,More than half,Less than half,Few,Many,-0.062962938,-0.311111135,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,287,1,339,ratio43_4_7_17.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Many,More than half,Half,Most,Few,Some,None,All,0.504629671,-0.064814832,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,297,1,339,ratio43_8_14_13.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Less than half,None,Many,All,Half,Few,Some,Most,-0.391666652,-0.045370387,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,97,1,339,ratio13_5_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,Less than half,All,Some,Few,More than half,None,Most,-0.116666644,-0.30462971,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,150,1,339,ratio19_2_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Half,Many,More than half,Some,Most,Few,None,-0.116666644,-0.30462971,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,12,1,339,ratio12_4_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,None,Half,All,Less than half,Few,More than half,Many,Most,-0.437037024,-0.275925949,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,318,1,339,ratio51_15_18_18.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,Many,Half,Less than half,Most,Some,More than half,None,0.475925967,0.021296282,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,85,1,339,ratio13_2_8_5.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,Most,More than half,Less than half,Some,Many,None,Half,-0.492592581,0.006481467,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,61,1,339,ratio0Y_0_4_7.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Half,Most,More than half,Some,Few,Less than half,Many,-0.458333321,0.025925912,1,0,0,QQQ8,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,254,1,339,ratio34_6_14_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,All,Half,More than half,Few,Less than half,None,Some,-0.393518504,-0.297222246,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,10,1,339,ratio12_4_12_4.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Most,Few,Many,Less than half,Some,None,More than half,0.475925967,-0.283333357,1,0,0,QQQ3,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,272,1,339,ratio41_12_15_7.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Many,Half,Some,Most,Less than half,All,More than half,Few,-0.370370355,-0.262963042,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,106,1,339,ratio14_2_10_2.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,Less than half,None,Few,Half,All,Many,Some,0.424074113,0.29537035,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,170,1,339,ratio21_6_9_8.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Few,More than half,None,Most,Many,Some,Half,0.428703743,-0.032407423,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,96,1,339,ratio13_5_20_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,Most,Many,All,Few,None,More than half,Some,0.514814857,0.337037032,1,0,0,QQQ1,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,38,1,339,ratio11_10_20_5.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Half,Some,Most,More than half,Less than half,Many,All,Few,-0.462037024,-0.328703728,1,0,0,QQQ9,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,148,1,339,ratio19_1_10_19.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,None,Many,Less than half,Most,Some,More than half,Half,0.064814843,-0.30092595,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,58,1,339,ratioX0_19_19_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,Few,Less than half,Half,All,More than half,None,Some,0.494444486,0.033333319,1,0,0,QQQ2,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,262,1,339,ratio41_4_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,All,More than half,Most,Less than half,None,Some,Half,-0.010185159,-0.299074154,1,0,0,QQQ6,,,,,,,,English,2020-07-02_11h00.53.595,Experiment_English,3.2.4,Win32,60,,,1,0,340,7,1,339,ratio12_3_9_2.png,,,,,,,,,,,,
