continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.321296314,-0.431481495,1,0,0,continue_button,0.416666686,-0.410185199,1,0,0,continue_button_2,Many,Most,More than half,Some,Less than half,Few,All,None,Half,-0.058333264,-0.297222234,1,0,0,QQQ6,1,0,16,11,1,15,ratio14_1_5_7.png,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Most,Less than half,Some,Many,Half,All,None,Few,-0.464814808,-0.287962975,1,0,0,QQQ9,1,0,16,9,1,15,ratio19_1_10_8.png,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Most,Half,Some,All,None,Many,Less than half,More than half,0.50462965,-0.257407419,1,0,0,QQQ3,1,0,16,5,1,15,ratio32_6_10_2.png,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Some,Most,None,All,Half,More than half,Many,-0.013888876,0.31296296,1,0,0,QQQ4,1,0,16,0,1,15,ratio91_9_10_19.png,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,All,Few,Many,None,Less than half,More than half,Some,0.407407427,0.30740739,1,0,0,QQQ1,1,0,16,3,1,15,ratio41_8_10_8.png,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Less than half,More than half,Few,Many,All,Most,None,0.091666681,0.362037035,1,0,0,QQQ4,,,,,,,,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,b,12.42399979,1,0,340,224,1,339,ratio32_3_5_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,Most,All,Some,More than half,Many,Few,Half,0.416666686,0.269444441,1,0,0,QQQ1,,,,,,,,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,1,0,340,15,1,339,ratio12_5_15_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Few,More than half,Less than half,All,None,Most,Some,-0.385185178,0.011111104,1,0,0,QQQ8,,,,,,,,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,1,0,340,332,1,339,ratio91_18_20_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,More than half,Few,None,Many,Less than half,All,Half,0.521296317,-0.072222231,1,0,0,QQQ2,,,,,,,,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,1,0,340,267,1,339,ratio41_8_10_4.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Few,None,Half,More than half,Many,Most,Some,Less than half,-0.021296227,-0.274074086,1,0,0,QQQ6,,,,,,,,english,2020-07-02_11h00.08.925,Experiment_English,3.2.4,Win32,60,,,1,0,340,294,1,339,ratio43_8_14_9.png,,,,,,,,,,,,
