continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
0.292222222,-0.424444444,1,0,0,continue_button,0.398888889,-0.445555556,1,0,0,continue_button_2,Some,Half,More than half,Few,Many,All,Less than half,None,Most,0.41,-0.09,1,0,0,QQQ2,1,0,16,5,1,15,ratio32_6_10_2.png,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,None,Most,Half,More than half,Many,All,Some,0.05,0.258888889,1,0,0,QQQ4,1,0,16,15,1,15,ratio0Y_0_14_10.png,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,None,All,Few,Many,Some,Half,Most,Less than half,More than half,0.046666667,-0.221111111,1,0,0,QQQ6,1,0,16,8,1,15,ratio21_12_18_3.png,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Less than half,More than half,Most,Some,Many,Few,None,-0.023333333,0.281111111,1,0,0,QQQ4,1,0,16,11,1,15,ratio14_1_5_7.png,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,All,Some,More than half,Few,Half,Many,None,0.013333333,0.031111111,1,0,0,QQQ5,1,0,16,6,1,15,ratio31_12_16_7.png,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,All,Some,Few,Most,Many,More than half,None,Half,Less than half,0.07,-0.238888889,1,0,0,QQQ6,,,,,,,,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,b,11.19300008,1,0,340,3,1,339,ratio12_2_6_3.png,,,,,,,,,,,,
,,,,,,,,,,,,None,All,More than half,Half,Less than half,Most,Few,Many,Some,0.384444444,-0.304444444,1,0,0,QQQ3,,,,,,,,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,209,1,339,ratio31_9_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,More than half,All,Some,Few,Half,Many,None,Less than half,-0.545555556,0.286666667,1,0,0,QQQ7,,,,,,,,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,277,1,339,ratio41_16_20_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Half,Many,Few,All,None,Less than half,Most,-0.073333333,0.278888889,1,0,0,QQQ4,,,,,,,,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,234,1,339,ratio32_9_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,None,Many,Less than half,Half,All,Most,Some,-0.028888889,0.284444444,1,0,0,QQQ4,,,,,,,,English ,2020-07-02_11h14.40.485,Experiment_English,3.2.4,MacIntel,60,,,1,0,340,155,1,339,ratio19_2_20_13.png,,,,,,,,,,,,
